,Date,ReportPeriod,Ticker,Fund,Change
8873,2022-10-05,2022-09-30,LRCX,"Beacon Capital Management, LLC",27450.0
8874,2022-10-05,2022-09-30,LSI,"Beacon Capital Management, LLC",0.0
8875,2022-10-05,2022-09-30,LTPZ,"Beacon Capital Management, LLC",15146.9995880127
8876,2022-10-05,2022-09-30,LULU,"Beacon Capital Management, LLC",-5311.6399536133
8877,2022-10-05,2022-09-30,LUMN,"Beacon Capital Management, LLC",-13431.6003870964
8878,2022-10-05,2022-09-30,LUV,"Beacon Capital Management, LLC",-1881.2400093079
8879,2022-10-05,2022-09-30,LVS,"Beacon Capital Management, LLC",0.0
8880,2022-10-05,2022-09-30,MDYV,"Beacon Capital Management, LLC",0.0
8881,2022-10-05,2022-09-30,LW,"Beacon Capital Management, LLC",-1160.6999588013
8882,2022-10-05,2022-09-30,LZB,"Beacon Capital Management, LLC",0.0
8883,2022-10-05,2022-09-30,MA,"Beacon Capital Management, LLC",3696.4199523926
8884,2022-10-05,2022-09-30,MAIN,"Beacon Capital Management, LLC",67.2799987793
8885,2022-10-05,2022-09-30,MAR,"Beacon Capital Management, LLC",0.0
8886,2022-10-05,2022-09-30,MARA,"Beacon Capital Management, LLC",0.0
8887,2022-10-05,2022-09-30,MCD,"Beacon Capital Management, LLC",20535.8604888916
8888,2022-10-05,2022-09-30,MDB,"Beacon Capital Management, LLC",992.799987793
8889,2022-10-05,2022-09-30,MDIV,"Beacon Capital Management, LLC",115.5199966431
8890,2022-10-05,2022-09-30,MDLZ,"Beacon Capital Management, LLC",1370.7500457764
8891,2022-10-05,2022-09-30,MDT,"Beacon Capital Management, LLC",-2987.75
8892,2022-10-05,2022-09-30,MDU,"Beacon Capital Management, LLC",0.0
8893,2022-10-05,2022-09-30,MDY,"Beacon Capital Management, LLC",0.0
8894,2022-10-05,2022-09-30,LYFT,"Beacon Capital Management, LLC",0.0
8895,2022-10-05,2022-09-30,MSI,"Beacon Capital Management, LLC",0.0
8896,2022-10-05,2022-09-30,MTB,"Beacon Capital Management, LLC",1057.9200439453
8897,2022-10-05,2022-09-30,MTCH,"Beacon Capital Management, LLC",0.0
8898,2022-10-05,2022-09-30,NTR,"Beacon Capital Management, LLC",0.0
8899,2022-10-05,2022-09-30,NUE,"Beacon Capital Management, LLC",0.0
8900,2022-10-05,2022-09-30,NUV,"Beacon Capital Management, LLC",862.920003891
8901,2022-10-05,2022-09-30,NVDA,"Beacon Capital Management, LLC",126488.379364014
8902,2022-10-05,2022-09-30,NVO,"Beacon Capital Management, LLC",0.0
8903,2022-10-05,2022-09-30,NVS,"Beacon Capital Management, LLC",-4560.6001281738
8904,2022-10-05,2022-09-30,NVT,"Beacon Capital Management, LLC",0.0
8905,2022-10-05,2022-09-30,NXTG,"Beacon Capital Management, LLC",0.0
8906,2022-10-05,2022-09-30,NYC,"Beacon Capital Management, LLC",0.0
8907,2022-10-05,2022-09-30,NZF,"Beacon Capital Management, LLC",64195.0193538666
8908,2022-10-05,2022-09-30,O,"Beacon Capital Management, LLC",-2153.4000282288
8909,2022-10-05,2022-09-30,NTCT,"Beacon Capital Management, LLC",0.0
8910,2022-10-05,2022-09-30,OEF,"Beacon Capital Management, LLC",0.0
8911,2022-10-05,2022-09-30,OHI,"Beacon Capital Management, LLC",0.0
8912,2022-10-05,2022-09-30,OKE,"Beacon Capital Management, LLC",0.0
8913,2022-10-05,2022-09-30,ONB,"Beacon Capital Management, LLC",0.0
8914,2022-10-05,2022-09-30,ONEK,"Beacon Capital Management, LLC",
8915,2022-10-05,2022-09-30,ONEQ,"Beacon Capital Management, LLC",0.0
8916,2022-10-05,2022-09-30,OPI,"Beacon Capital Management, LLC",0.0
8917,2022-10-05,2022-09-30,ORCL,"Beacon Capital Management, LLC",0.0
8918,2022-10-05,2022-09-30,ORLY,"Beacon Capital Management, LLC",0.0
8919,2022-10-05,2022-09-30,OTIS,"Beacon Capital Management, LLC",0.0
8920,2022-10-05,2022-09-30,OXY,"Beacon Capital Management, LLC",122.9000015259
8921,2022-10-05,2022-09-30,OXYWS,"Beacon Capital Management, LLC",
8922,2022-10-05,2022-09-30,OGS,"Beacon Capital Management, LLC",0.0
8923,2022-10-05,2022-09-30,NSC,"Beacon Capital Management, LLC",0.0
8924,2022-10-05,2022-09-30,NRZ,"Beacon Capital Management, LLC",0.0
8925,2022-10-05,2022-09-30,NOW,"Beacon Capital Management, LLC",0.0
8926,2022-10-05,2022-09-30,MTUM,"Beacon Capital Management, LLC",0.0
8927,2022-10-05,2022-09-30,MU,"Beacon Capital Management, LLC",5009.9998474121
8928,2022-10-05,2022-09-30,MVBF,"Beacon Capital Management, LLC",0.0
8929,2022-10-05,2022-09-30,NAVB,"Beacon Capital Management, LLC",0.0
8930,2022-10-05,2022-09-30,NAVI,"Beacon Capital Management, LLC",0.0
8931,2022-10-05,2022-09-30,NBB,"Beacon Capital Management, LLC",0.0
8932,2022-10-05,2022-09-30,NCLH,"Beacon Capital Management, LLC",2839.9999141693
8933,2022-10-05,2022-09-30,NEE,"Beacon Capital Management, LLC",0.0
8934,2022-10-05,2022-09-30,NEM,"Beacon Capital Management, LLC",0.0
8935,2022-10-05,2022-09-30,NFLT,"Beacon Capital Management, LLC",-64.2600002289
8936,2022-10-05,2022-09-30,NFLX,"Beacon Capital Management, LLC",-13890.960144043
8937,2022-10-05,2022-09-30,NG,"Beacon Capital Management, LLC",0.0
8938,2022-10-05,2022-09-30,NGD,"Beacon Capital Management, LLC",0.0
8939,2022-10-05,2022-09-30,NHI,"Beacon Capital Management, LLC",0.0
8940,2022-10-05,2022-09-30,NI,"Beacon Capital Management, LLC",0.0
8941,2022-10-05,2022-09-30,NKE,"Beacon Capital Management, LLC",-7730.1602554321
8942,2022-10-05,2022-09-30,NKLA,"Beacon Capital Management, LLC",0.0
8943,2022-10-05,2022-09-30,NLOK,"Beacon Capital Management, LLC",-5236.3998413086
8944,2022-10-05,2022-09-30,NLY,"Beacon Capital Management, LLC",-2316.5999794006
8945,2022-10-05,2022-09-30,NMTR,"Beacon Capital Management, LLC",0.0
8946,2022-10-05,2022-09-30,NMZ,"Beacon Capital Management, LLC",0.0
8947,2022-10-05,2022-09-30,NOBL,"Beacon Capital Management, LLC",-9595.1998901367
8948,2022-10-05,2022-09-30,NOC,"Beacon Capital Management, LLC",0.0
8949,2022-10-05,2022-09-30,NOK,"Beacon Capital Management, LLC",0.0
8950,2022-10-05,2022-09-30,SHYG,"Beacon Capital Management, LLC",0.0
8951,2022-10-05,2022-09-30,USA,"Beacon Capital Management, LLC",2156.7000818253
8952,2022-10-05,2022-09-30,SJM,"Beacon Capital Management, LLC",-19099.9905090332
8953,2022-10-05,2022-09-30,VMO,"Beacon Capital Management, LLC",81.9899969101
8954,2022-10-05,2022-09-30,VMW,"Beacon Capital Management, LLC",0.0
8955,2022-10-05,2022-09-30,VNQ,"Beacon Capital Management, LLC",7054.9598388672
8956,2022-10-05,2022-09-30,VNT,"Beacon Capital Management, LLC",0.0
8957,2022-10-05,2022-09-30,VO,"Beacon Capital Management, LLC",-4135.5599060059
8958,2022-10-05,2022-09-30,VOD,"Beacon Capital Management, LLC",-22.6599998474
8959,2022-10-05,2022-09-30,VOE,"Beacon Capital Management, LLC",-121.7699966431
8960,2022-10-05,2022-09-30,VONE,"Beacon Capital Management, LLC",0.0
8961,2022-10-05,2022-09-30,VOO,"Beacon Capital Management, LLC",111950.295837402
8962,2022-10-05,2022-09-30,VOOG,"Beacon Capital Management, LLC",0.0
8963,2022-10-05,2022-09-30,VOOV,"Beacon Capital Management, LLC",-2963842.48542786
8964,2022-10-05,2022-09-30,VOT,"Beacon Capital Management, LLC",0.0
8965,2022-10-05,2022-09-30,VMI,"Beacon Capital Management, LLC",0.0
8966,2022-10-05,2022-09-30,VOX,"Beacon Capital Management, LLC",82.3700027466
8967,2022-10-05,2022-09-30,VRSK,"Beacon Capital Management, LLC",0.0
8968,2022-10-05,2022-09-30,VRSN,"Beacon Capital Management, LLC",0.0
8969,2022-10-05,2022-09-30,VRTX,"Beacon Capital Management, LLC",0.0
8970,2022-10-05,2022-09-30,VSAT,"Beacon Capital Management, LLC",0.0
8971,2022-10-05,2022-09-30,VSS,"Beacon Capital Management, LLC",0.0
8972,2022-10-05,2022-09-30,VSTO,"Beacon Capital Management, LLC",0.0
8973,2022-10-05,2022-09-30,VT,"Beacon Capital Management, LLC",9544.4796676636
8974,2022-10-05,2022-09-30,VTI,"Beacon Capital Management, LLC",-209979.901428223
8975,2022-10-05,2022-09-30,VTIP,"Beacon Capital Management, LLC",-46565463.0503464
8976,2022-10-05,2022-09-30,VTR,"Beacon Capital Management, LLC",0.0
8977,2022-10-05,2022-09-30,VTRS,"Beacon Capital Management, LLC",-988.3200531006
8978,2022-10-05,2022-09-30,VTV,"Beacon Capital Management, LLC",-3009948.56182861
8979,2022-10-05,2022-09-30,VPU,"Beacon Capital Management, LLC",284.5199890137
8980,2022-10-05,2022-09-30,VTWG,"Beacon Capital Management, LLC",0.0
8981,2022-10-05,2022-09-30,VMC,"Beacon Capital Management, LLC",0.0
8982,2022-10-05,2022-09-30,VLO,"Beacon Capital Management, LLC",0.0
8983,2022-10-05,2022-09-30,USRT,"Beacon Capital Management, LLC",0.0
8984,2022-10-05,2022-09-30,USTB,"Beacon Capital Management, LLC",0.0
8985,2022-10-05,2022-09-30,UTG,"Beacon Capital Management, LLC",81.7199993134
8986,2022-10-05,2022-09-30,UTZ,"Beacon Capital Management, LLC",0.0
8987,2022-10-05,2022-09-30,V,"Beacon Capital Management, LLC",-67684.6476745605
8988,2022-10-05,2022-09-30,VAW,"Beacon Capital Management, LLC",-292090.556396484
8989,2022-10-05,2022-09-30,VB,"Beacon Capital Management, LLC",9058.2301940918
8990,2022-10-05,2022-09-30,VBK,"Beacon Capital Management, LLC",0.0
8991,2022-10-05,2022-09-30,VBR,"Beacon Capital Management, LLC",2150.9999084473
8992,2022-10-05,2022-09-30,VCR,"Beacon Capital Management, LLC",-23036.8607177734
8993,2022-10-05,2022-09-30,VMBS,"Beacon Capital Management, LLC",0.0
8994,2022-10-05,2022-09-30,VDC,"Beacon Capital Management, LLC",-3004435.19258118
8995,2022-10-05,2022-09-30,VEA,"Beacon Capital Management, LLC",-13707.7202301025
8996,2022-10-05,2022-09-30,VEEV,"Beacon Capital Management, LLC",0.0
8997,2022-10-05,2022-09-30,VEU,"Beacon Capital Management, LLC",0.0
8998,2022-10-05,2022-09-30,VFC,"Beacon Capital Management, LLC",0.0
8999,2022-10-05,2022-09-30,VFH,"Beacon Capital Management, LLC",-1900006.62231445
9000,2022-10-05,2022-09-30,VGSH,"Beacon Capital Management, LLC",0.0
9001,2022-10-05,2022-09-30,VGT,"Beacon Capital Management, LLC",-127251.177978516
9002,2022-10-05,2022-09-30,VGZ,"Beacon Capital Management, LLC",0.0
9003,2022-10-05,2022-09-30,VHT,"Beacon Capital Management, LLC",31541.6995697021
9004,2022-10-05,2022-09-30,VIG,"Beacon Capital Management, LLC",-149757.284057617
9005,2022-10-05,2022-09-30,VIGI,"Beacon Capital Management, LLC",0.0
9006,2022-10-05,2022-09-30,VIS,"Beacon Capital Management, LLC",-13705.9794158936
9007,2022-10-05,2022-09-30,VDE,"Beacon Capital Management, LLC",203.1600036621
9008,2022-10-05,2022-09-30,USO,"Beacon Capital Management, LLC",0.0
9009,2022-10-05,2022-09-30,VTWV,"Beacon Capital Management, LLC",0.0
9010,2022-10-05,2022-09-30,VVI,"Beacon Capital Management, LLC",0.0
9011,2022-10-05,2022-09-30,XEL,"Beacon Capital Management, LLC",0.0
9012,2022-10-05,2022-09-30,XHR,"Beacon Capital Management, LLC",0.0
9013,2022-10-05,2022-09-30,XLB,"Beacon Capital Management, LLC",-68.0100021362
9014,2022-10-05,2022-09-30,XLE,"Beacon Capital Management, LLC",4321.199798584
9015,2022-10-05,2022-09-30,XLF,"Beacon Capital Management, LLC",4493.280090332
9016,2022-10-05,2022-09-30,XLI,"Beacon Capital Management, LLC",-662.7199707031
9017,2022-10-05,2022-09-30,XLK,"Beacon Capital Management, LLC",18292.1198120117
9018,2022-10-05,2022-09-30,XLP,"Beacon Capital Management, LLC",-600.5700302124
9019,2022-10-05,2022-09-30,XLRE,"Beacon Capital Management, LLC",5077.4097633362
9020,2022-10-05,2022-09-30,XLU,"Beacon Capital Management, LLC",0.0
9021,2022-10-05,2022-09-30,XLV,"Beacon Capital Management, LLC",3027.7500152588
9022,2022-10-05,2022-09-30,XBI,"Beacon Capital Management, LLC",1189.7999954224
9023,2022-10-05,2022-09-30,XLY,"Beacon Capital Management, LLC",-1139.5999755859
9024,2022-10-05,2022-09-30,XOM,"Beacon Capital Management, LLC",960.4099731445
9025,2022-10-05,2022-09-30,XOP,"Beacon Capital Management, LLC",0.0
9026,2022-10-05,2022-09-30,XRX,"Beacon Capital Management, LLC",0.0
9027,2022-10-05,2022-09-30,XSD,"Beacon Capital Management, LLC",0.0
9028,2022-10-05,2022-09-30,XYLD,"Beacon Capital Management, LLC",0.0
9029,2022-10-05,2022-09-30,YOLO,"Beacon Capital Management, LLC",0.0
9030,2022-10-05,2022-09-30,ZEUS,"Beacon Capital Management, LLC",-114.0499973297
9031,2022-10-05,2022-09-30,ZM,"Beacon Capital Management, LLC",-1471.7999267578
9032,2022-10-05,2022-09-30,ZS,"Beacon Capital Management, LLC",1643.6999511719
9033,2022-10-05,2022-09-30,LNT,"Beacon Capital Management, LLC",0.0
9034,2022-10-05,2022-09-30,XMMO,"Beacon Capital Management, LLC",7814.2396240234
9035,2022-10-05,2022-09-30,VUG,"Beacon Capital Management, LLC",-366282.394775391
9036,2022-10-05,2022-09-30,X,"Beacon Capital Management, LLC",0.0
9037,2022-10-05,2022-09-30,VWO,"Beacon Capital Management, LLC",-583.8400268555
9038,2022-10-05,2022-09-30,VWOB,"Beacon Capital Management, LLC",57.2220001221
9039,2022-10-05,2022-09-30,VXF,"Beacon Capital Management, LLC",0.0
9040,2022-10-05,2022-09-30,VXRT,"Beacon Capital Management, LLC",12674.5203881264
9041,2022-10-05,2022-09-30,VXUS,"Beacon Capital Management, LLC",0.0
9042,2022-10-05,2022-09-30,VYM,"Beacon Capital Management, LLC",-1043.6799697876
9043,2022-10-05,2022-09-30,VZ,"Beacon Capital Management, LLC",-21453.0506896973
9044,2022-10-05,2022-09-30,WAB,"Beacon Capital Management, LLC",-162.6999969482
9045,2022-10-05,2022-09-30,WBA,"Beacon Capital Management, LLC",-19938.9997577667
9046,2022-10-05,2022-09-30,WCN,"Beacon Capital Management, LLC",0.0
9047,2022-10-05,2022-09-30,WDC,"Beacon Capital Management, LLC",0.0
9048,2022-10-05,2022-09-30,WEA,"Beacon Capital Management, LLC",0.0
9049,2022-10-05,2022-09-30,WELL,"Beacon Capital Management, LLC",0.0
9050,2022-10-05,2022-09-30,WFC,"Beacon Capital Management, LLC",-4544.8601379395
9051,2022-10-05,2022-09-30,WKHS,"Beacon Capital Management, LLC",19099.8492383957
9052,2022-10-05,2022-09-30,WLTW,"Beacon Capital Management, LLC",
9053,2022-10-05,2022-09-30,WM,"Beacon Capital Management, LLC",0.0
9054,2022-10-05,2022-09-30,WMB,"Beacon Capital Management, LLC",-10106.3897037506
9055,2022-10-05,2022-09-30,WMT,"Beacon Capital Management, LLC",-52528.4987640381
9056,2022-10-05,2022-09-30,WOPEY,"Beacon Capital Management, LLC",
9057,2022-10-05,2022-09-30,WPC,"Beacon Capital Management, LLC",15774.8006896973
9058,2022-10-05,2022-09-30,WPM,"Beacon Capital Management, LLC",0.0
9059,2022-10-05,2022-09-30,WRB,"Beacon Capital Management, LLC",0.0
9060,2022-10-05,2022-09-30,WEX,"Beacon Capital Management, LLC",0.0
9061,2022-10-05,2022-09-30,USMV,"Beacon Capital Management, LLC",-44551.3989715576
9062,2022-10-05,2022-09-30,USDU,"Beacon Capital Management, LLC",0.0
9063,2022-10-05,2022-09-30,USB,"Beacon Capital Management, LLC",-3669.119972229
9064,2022-10-05,2022-09-30,SRLN,"Beacon Capital Management, LLC",1341.450050354
9065,2022-10-05,2022-09-30,SRPT,"Beacon Capital Management, LLC",0.0
9066,2022-10-05,2022-09-30,SSO,"Beacon Capital Management, LLC",-339526.57043457
9067,2022-10-05,2022-09-30,SST,"Beacon Capital Management, LLC",0.0
9068,2022-10-05,2022-09-30,STAG,"Beacon Capital Management, LLC",0.0
9069,2022-10-05,2022-09-30,STK,"Beacon Capital Management, LLC",0.0
9070,2022-10-05,2022-09-30,STON,"Beacon Capital Management, LLC",0.0
9071,2022-10-05,2022-09-30,STT,"Beacon Capital Management, LLC",0.0
9072,2022-10-05,2022-09-30,STWD,"Beacon Capital Management, LLC",-1821.9999313354
9073,2022-10-05,2022-09-30,STZ,"Beacon Capital Management, LLC",0.0
9074,2022-10-05,2022-09-30,SRE,"Beacon Capital Management, LLC",0.0
9075,2022-10-05,2022-09-30,SU,"Beacon Capital Management, LLC",0.0
9076,2022-10-05,2022-09-30,SYF,"Beacon Capital Management, LLC",28.1900005341
9077,2022-10-05,2022-09-30,SYK,"Beacon Capital Management, LLC",0.0
9078,2022-10-05,2022-09-30,SYNA,"Beacon Capital Management, LLC",0.0
9079,2022-10-05,2022-09-30,SYY,"Beacon Capital Management, LLC",-989.9399871826
9080,2022-10-05,2022-09-30,T,"Beacon Capital Management, LLC",-40451.5804023743
9081,2022-10-05,2022-09-30,TA,"Beacon Capital Management, LLC",0.0
9082,2022-10-05,2022-09-30,TACT,"Beacon Capital Management, LLC",0.0
9083,2022-10-05,2022-09-30,TAK,"Beacon Capital Management, LLC",0.0
9084,2022-10-05,2022-09-30,TAP,"Beacon Capital Management, LLC",0.0
9085,2022-10-05,2022-09-30,TBF,"Beacon Capital Management, LLC",0.0
9086,2022-10-05,2022-09-30,TBX,"Beacon Capital Management, LLC",0.0
9087,2022-10-05,2022-09-30,SVC,"Beacon Capital Management, LLC",0.0
9088,2022-10-05,2022-09-30,TDIV,"Beacon Capital Management, LLC",0.0
9089,2022-10-05,2022-09-30,SQM,"Beacon Capital Management, LLC",1815.0
9090,2022-10-05,2022-09-30,SPY,"Beacon Capital Management, LLC",-20733584.2148438
9091,2022-10-05,2022-09-30,SJNK,"Beacon Capital Management, LLC",-1347.9360408783
9092,2022-10-05,2022-09-30,SKT,"Beacon Capital Management, LLC",0.0
9093,2022-10-05,2022-09-30,SKYW,"Beacon Capital Management, LLC",0.0
9094,2022-10-05,2022-09-30,SKYY,"Beacon Capital Management, LLC",3987.0599899292
9095,2022-10-05,2022-09-30,SLB,"Beacon Capital Management, LLC",1112.9000473022
9096,2022-10-05,2022-09-30,SLV,"Beacon Capital Management, LLC",0.0
9097,2022-10-05,2022-09-30,SLYG,"Beacon Capital Management, LLC",0.0
9098,2022-10-05,2022-09-30,SLYV,"Beacon Capital Management, LLC",0.0
9099,2022-10-05,2022-09-30,SMG,"Beacon Capital Management, LLC",85.5
9100,2022-10-05,2022-09-30,SMH,"Beacon Capital Management, LLC",7219.6798095703
9101,2022-10-05,2022-09-30,SMMV,"Beacon Capital Management, LLC",0.0
9102,2022-10-05,2022-09-30,SQ,"Beacon Capital Management, LLC",-219.9600067139
9103,2022-10-05,2022-09-30,SNA,"Beacon Capital Management, LLC",1812.1500549316
9104,2022-10-05,2022-09-30,SNPS,"Beacon Capital Management, LLC",0.0
9105,2022-10-05,2022-09-30,SNY,"Beacon Capital Management, LLC",0.0
9106,2022-10-05,2022-09-30,SO,"Beacon Capital Management, LLC",-1020.0
9107,2022-10-05,2022-09-30,SOXL,"Beacon Capital Management, LLC",0.0
9108,2022-10-05,2022-09-30,SOXX,"Beacon Capital Management, LLC",4780.9501647949
9109,2022-10-05,2022-09-30,SPFF,"Beacon Capital Management, LLC",-19.7999992371
9110,2022-10-05,2022-09-30,SPG,"Beacon Capital Management, LLC",0.0
9111,2022-10-05,2022-09-30,SPGI,"Beacon Capital Management, LLC",0.0
9112,2022-10-05,2022-09-30,SPHD,"Beacon Capital Management, LLC",-4693.2000732422
9113,2022-10-05,2022-09-30,SPHQ,"Beacon Capital Management, LLC",21181.4208946228
9114,2022-10-05,2022-09-30,SPOT,"Beacon Capital Management, LLC",-431.5000152588
9115,2022-10-05,2022-09-30,SPOXF,"Beacon Capital Management, LLC",
9116,2022-10-05,2022-09-30,SNAP,"Beacon Capital Management, LLC",0.0
9117,2022-10-05,2022-09-30,TDOC,"Beacon Capital Management, LLC",-18252.0002746582
9118,2022-10-05,2022-09-30,TEAM,"Beacon Capital Management, LLC",2105.8999633789
9119,2022-10-05,2022-09-30,TER,"Beacon Capital Management, LLC",0.0
9120,2022-10-05,2022-09-30,TSM,"Beacon Capital Management, LLC",0.0
9121,2022-10-05,2022-09-30,TT,"Beacon Capital Management, LLC",0.0
9122,2022-10-05,2022-09-30,TTD,"Beacon Capital Management, LLC",5975.0
9123,2022-10-05,2022-09-30,TTWO,"Beacon Capital Management, LLC",872.0
9124,2022-10-05,2022-09-30,TU,"Beacon Capital Management, LLC",0.0
9125,2022-10-05,2022-09-30,TWLO,"Beacon Capital Management, LLC",0.0
9126,2022-10-05,2022-09-30,TWOK,"Beacon Capital Management, LLC",
9127,2022-10-05,2022-09-30,TWTR,"Beacon Capital Management, LLC",18632.0000648499
9128,2022-10-05,2022-09-30,TXN,"Beacon Capital Management, LLC",9286.7999267578
9129,2022-10-05,2022-09-30,U,"Beacon Capital Management, LLC",-796.5000152588
9130,2022-10-05,2022-09-30,TSLX,"Beacon Capital Management, LLC",0.0
9131,2022-10-05,2022-09-30,UA,"Beacon Capital Management, LLC",0.0
9132,2022-10-05,2022-09-30,UAL,"Beacon Capital Management, LLC",0.0
9133,2022-10-05,2022-09-30,UBCP,"Beacon Capital Management, LLC",0.0
9134,2022-10-05,2022-09-30,UBER,"Beacon Capital Management, LLC",-2650.0
9135,2022-10-05,2022-09-30,UGI,"Beacon Capital Management, LLC",-4849.5002746582
9136,2022-10-05,2022-09-30,UMC,"Beacon Capital Management, LLC",0.0
9137,2022-10-05,2022-09-30,UNH,"Beacon Capital Management, LLC",10100.8001708984
9138,2022-10-05,2022-09-30,UNM,"Beacon Capital Management, LLC",0.0
9139,2022-10-05,2022-09-30,UNP,"Beacon Capital Management, LLC",0.0
9140,2022-10-05,2022-09-30,UPS,"Beacon Capital Management, LLC",0.0
9141,2022-10-05,2022-09-30,UPST,"Beacon Capital Management, LLC",519.7500228882
9142,2022-10-05,2022-09-30,URI,"Beacon Capital Management, LLC",-5402.3999023438
9143,2022-10-05,2022-09-30,UAA,"Beacon Capital Management, LLC",0.0
9144,2022-10-05,2022-09-30,TSLA,"Beacon Capital Management, LLC",63925.25
9145,2022-10-05,2022-09-30,TSCO,"Beacon Capital Management, LLC",5204.6401367188
9146,2022-10-05,2022-09-30,TRVG,"Beacon Capital Management, LLC",0.0
9147,2022-10-05,2022-09-30,TEVA,"Beacon Capital Management, LLC",0.0
9148,2022-10-05,2022-09-30,TFC,"Beacon Capital Management, LLC",0.0
9149,2022-10-05,2022-09-30,TFLO,"Beacon Capital Management, LLC",43071485.8105469
9150,2022-10-05,2022-09-30,TGIF,"Beacon Capital Management, LLC",-307312.462661743
9151,2022-10-05,2022-09-30,TGT,"Beacon Capital Management, LLC",8161.4499664307
9152,2022-10-05,2022-09-30,THQ,"Beacon Capital Management, LLC",54.3600025177
9153,2022-10-05,2022-09-30,THRK,"Beacon Capital Management, LLC",
9154,2022-10-05,2022-09-30,TIP,"Beacon Capital Management, LLC",-596671.208679199
9155,2022-10-05,2022-09-30,TJX,"Beacon Capital Management, LLC",1428.7599754334
9156,2022-10-05,2022-09-30,TLO,"Beacon Capital Management, LLC",
9157,2022-10-05,2022-09-30,TLRY,"Beacon Capital Management, LLC",0.0
9158,2022-10-05,2022-09-30,TLT,"Beacon Capital Management, LLC",-5416.9180679321
9159,2022-10-05,2022-09-30,TM,"Beacon Capital Management, LLC",0.0
9160,2022-10-05,2022-09-30,TMFC,"Beacon Capital Management, LLC",14743.2000732422
9161,2022-10-05,2022-09-30,TMO,"Beacon Capital Management, LLC",-3550.3300170898
9162,2022-10-05,2022-09-30,TMUS,"Beacon Capital Management, LLC",0.0
9163,2022-10-05,2022-09-30,TOT,"Beacon Capital Management, LLC",
9164,2022-10-05,2022-09-30,TPB,"Beacon Capital Management, LLC",0.0
9165,2022-10-05,2022-09-30,TRIP,"Beacon Capital Management, LLC",0.0
9166,2022-10-05,2022-09-30,TROW,"Beacon Capital Management, LLC",105.0100021362
9167,2022-10-05,2022-09-30,TRT,"Beacon Capital Management, LLC",0.0
9168,2022-10-05,2022-09-30,TRV,"Beacon Capital Management, LLC",-3829.9999237061
9169,2022-10-05,2022-09-30,SIRI,"Beacon Capital Management, LLC",0.0
9170,2022-10-05,2022-09-30,LNG,"Beacon Capital Management, LLC",0.0
9171,2022-10-05,2022-09-30,LMBS,"Beacon Capital Management, LLC",-40247.4987030029
9172,2022-10-05,2022-09-30,CLX,"Beacon Capital Management, LLC",-3209.7499847412
9173,2022-10-05,2022-09-30,CMCSA,"Beacon Capital Management, LLC",-293.2999992371
9174,2022-10-05,2022-09-30,CME,"Beacon Capital Management, LLC",0.0
9175,2022-10-05,2022-09-30,CMG,"Beacon Capital Management, LLC",0.0
9176,2022-10-05,2022-09-30,CMI,"Beacon Capital Management, LLC",1424.5699615478
9177,2022-10-05,2022-09-30,CMS,"Beacon Capital Management, LLC",0.0
9178,2022-10-05,2022-09-30,CNDT,"Beacon Capital Management, LLC",0.0
9179,2022-10-05,2022-09-30,CNI,"Beacon Capital Management, LLC",0.0
9180,2022-10-05,2022-09-30,CNQ,"Beacon Capital Management, LLC",0.0
9181,2022-10-05,2022-09-30,COHU,"Beacon Capital Management, LLC",5800.5001544952
9182,2022-10-05,2022-09-30,COIN,"Beacon Capital Management, LLC",-773.8799743652
9183,2022-10-05,2022-09-30,COKE,"Beacon Capital Management, LLC",0.0
9184,2022-10-05,2022-09-30,CLOU,"Beacon Capital Management, LLC",0.0
9185,2022-10-05,2022-09-30,COP,"Beacon Capital Management, LLC",0.0
9186,2022-10-05,2022-09-30,CPRT,"Beacon Capital Management, LLC",0.0
9187,2022-10-05,2022-09-30,CQP,"Beacon Capital Management, LLC",0.0
9188,2022-10-05,2022-09-30,CRM,"Beacon Capital Management, LLC",-22007.5194396973
9189,2022-10-05,2022-09-30,CRSP,"Beacon Capital Management, LLC",0.0
9190,2022-10-05,2022-09-30,CRWD,"Beacon Capital Management, LLC",10383.0298461914
9191,2022-10-05,2022-09-30,CSCO,"Beacon Capital Management, LLC",80.0
9192,2022-10-05,2022-09-30,CSX,"Beacon Capital Management, LLC",0.0
9193,2022-10-05,2022-09-30,CTMX,"Beacon Capital Management, LLC",7250.0002384186
9194,2022-10-05,2022-09-30,CTS,"Beacon Capital Management, LLC",0.0
9195,2022-10-05,2022-09-30,CTVA,"Beacon Capital Management, LLC",0.0
9196,2022-10-05,2022-09-30,CUZ,"Beacon Capital Management, LLC",0.0
9197,2022-10-05,2022-09-30,COST,"Beacon Capital Management, LLC",38726.1390991211
9198,2022-10-05,2022-09-30,CVE,"Beacon Capital Management, LLC",0.0
9199,2022-10-05,2022-09-30,CLF,"Beacon Capital Management, LLC",0.0
9200,2022-10-05,2022-09-30,BWA,"Beacon Capital Management, LLC",0.0
9201,2022-10-05,2022-09-30,BX,"Beacon Capital Management, LLC",0.0
9202,2022-10-05,2022-09-30,BXP,"Beacon Capital Management, LLC",0.0
9203,2022-10-05,2022-09-30,C,"Beacon Capital Management, LLC",-83381.6663360596
9204,2022-10-05,2022-09-30,CAF,"Beacon Capital Management, LLC",0.0
9205,2022-10-05,2022-09-30,CAG,"Beacon Capital Management, LLC",-1468.3500480652
