,Ticker,Date,Senator,Transaction,Amount,Party,Range
633,TRIT,2021-06-29,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
634,OGN,2021-06-28,"Hickenlooper, John",Sale,1001.0,D,"$1,001 - $15,000"
635,OXY,2021-06-25,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
636,ADBE,2021-06-24,"King, Angus",Purchase,1001.0,I,"$1,001 - $15,000"
637,USB,2021-06-24,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
638,TMO,2021-06-24,"King, Angus",Purchase,1001.0,I,"$1,001 - $15,000"
639,MSFT,2021-06-23,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
640,AAPL,2021-06-23,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
641,JPM,2021-06-23,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
642,AAPL,2021-06-23,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
643,TTE,2021-06-21,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
644,GBTC,2021-06-15,"Toomey, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
645,ETHE,2021-06-14,"Toomey, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
646,TCF,2021-06-09,"Smith, Tina",Sale,100001.0,D,"$100,001 - $250,000"
647,BA,2021-06-08,"Hagerty, Bill",Purchase,1001.0,R,"$1,001 - $15,000"
648,QCOM,2021-06-07,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
649,JNPR,2021-06-07,"Peters, Gary",Purchase,1001.0,D,"$1,001 - $15,000"
650,LMRK,2021-06-04,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
651,MANT,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
652,AXS,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
653,DEO,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
654,NVDA,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
655,SBUX,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
656,ETN,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
657,IRM,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
658,LHX,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
659,APO,2021-06-04,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
660,MCD,2021-06-04,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
661,WFC,2021-06-03,"McConnell, A. Mitchell Jr.",Purchase,1001.0,R,"$1,001 - $15,000"
662,NOK,2021-06-03,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
663,MRK,2021-06-02,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
664,SPG,2021-05-25,"Peters, Gary",Purchase,1001.0,D,"$1,001 - $15,000"
665,T,2021-05-25,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
666,FCX,2021-05-24,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
667,CMG,2021-05-19,"Hickenlooper, John",Sale,100001.0,D,"$100,001 - $250,000"
668,FDSWX,2021-05-18,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
669,FL4.SG,2021-05-17,"Hagerty, Bill",Sale,15001.0,R,"$15,001 - $50,000"
670,QRTEA,2021-05-10,"Hickenlooper, John",Sale,100001.0,D,"$100,001 - $250,000"
671,WFC,2021-05-10,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
672,QRTEA,2021-05-10,"Hickenlooper, John",Purchase,250001.0,D,"$250,001 - $500,000"
673,FCX,2021-05-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
674,TTD,2021-05-10,"Hickenlooper, John",Purchase,15001.0,D,"$15,001 - $50,000"
675,X,2021-05-06,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
676,X,2021-05-06,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
677,X,2021-05-06,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
678,X,2021-05-06,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
679,X,2021-05-06,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
680,X,2021-05-06,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
681,PTON,2021-05-04,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
682,NUAN,2021-04-28,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
683,INTC,2021-04-28,"Whitehouse, Sheldon",Sale,15001.0,D,"$15,001 - $50,000"
684,CALX,2021-04-27,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
685,CALX,2021-04-27,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
686,CALX,2021-04-27,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
687,QQQ,2021-04-26,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
688,WFC,2021-04-26,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
689,ECOM,2021-04-21,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
690,CSX,2021-04-21,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
691,FB,2021-04-20,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
692,NTRA,2021-04-20,"Hagerty, Bill",Sale,1001.0,R,"$1,001 - $15,000"
693,MSFT,2021-04-20,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
694,CLF,2021-04-19,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
695,AA,2021-04-19,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
696,CLF,2021-04-19,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
697,CLF,2021-04-19,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
698,ECOM,2021-04-19,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
699,ECOM,2021-04-16,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
700,AMAT,2021-04-16,"Wyden, Ron",Sale,50001.0,D,"$50,001 - $100,000"
701,KLAC,2021-04-16,"Wyden, Ron",Sale,50001.0,D,"$50,001 - $100,000"
702,ECOM,2021-04-16,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
703,VPU,2021-04-15,"Peters, Gary",Purchase,1001.0,D,"$1,001 - $15,000"
704,ADBE,2021-04-14,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
705,FCX,2021-04-14,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
706,TRIT,2021-04-13,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
707,GAN,2021-04-13,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
708,SSYS,2021-04-12,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
709,CWEN,2021-04-09,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
710,CALX,2021-04-08,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
711,OXY,2021-04-07,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
712,OXY,2021-04-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
713,OXY,2021-04-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
714,OXY,2021-04-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
715,CALX,2021-04-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
716,AMAT,2021-04-06,"Wyden, Ron",Sale,100001.0,D,"$100,001 - $250,000"
717,KLAC,2021-04-06,"Wyden, Ron",Sale,100001.0,D,"$100,001 - $250,000"
718,STZ,2021-04-06,"Wyden, Ron",Sale,100001.0,D,"$100,001 - $250,000"
719,AVGO,2021-04-06,"Wyden, Ron",Sale,100001.0,D,"$100,001 - $250,000"
720,INTC,2021-04-06,"Wyden, Ron",Sale,15001.0,D,"$15,001 - $50,000"
721,KLAC,2021-04-06,"Wyden, Ron",Sale,1001.0,D,"$1,001 - $15,000"
722,KLAC,2021-04-06,"Wyden, Ron",Sale,1001.0,D,"$1,001 - $15,000"
723,KLAC,2021-04-06,"Wyden, Ron",Sale,1001.0,D,"$1,001 - $15,000"
724,INTC,2021-04-05,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
725,INTC,2021-04-05,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
726,EA,2021-04-05,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
727,DIS,2021-04-05,"Duckworth, Tammy",Sale,1001.0,D,"$1,001 - $15,000"
728,ITW,2021-04-05,"Duckworth, Tammy",Sale,1001.0,D,"$1,001 - $15,000"
729,VZ,2021-04-05,"Duckworth, Tammy",Sale,15001.0,D,"$15,001 - $50,000"
730,PYPL,2021-04-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
731,PYPL,2021-04-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
732,MTCH,2021-04-01,"Wyden, Ron",Purchase,15001.0,D,"$15,001 - $50,000"
733,AVGO,2021-03-30,"Wyden, Ron",Sale,1001.0,D,"$1,001 - $15,000"
734,VMW,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
735,WAL,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
736,WST,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
737,EW,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
738,EBAY,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
739,EA,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
740,FTNT,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
741,GNTX,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
742,GGG,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
743,HSY,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
744,HON,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
745,IEX,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
746,IEX,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
747,IDXX,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
748,INTU,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
749,JNJ,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
750,MRK,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
751,NTES,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
752,NDSN,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
753,ODFL,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
754,ALGN,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
755,PYPL,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
756,QCOM,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
757,DGX,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
758,REGN,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
759,ROK,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
760,SEIC,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
761,SWKS,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
762,SIVB,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
763,SNA,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
764,TER,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
765,MMM,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
766,WAT,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
767,GOOGL,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
768,AME,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
769,ATHM,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
770,BHP,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
771,BIO,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
772,CE,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
773,CHE,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
774,CLX,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
775,CL,2021-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
776,CNR,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
777,DECK,2021-03-29,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
778,QRTEP,2021-03-26,"Hagerty, Bill",Purchase,15001.0,R,"$15,001 - $50,000"
779,C,2021-03-25,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
780,WFC,2021-03-24,"Capito, Shelley Moore",Purchase,15001.0,R,"$15,001 - $50,000"
781,AA,2021-03-16,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
782,AA,2021-03-16,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
783,AA,2021-03-16,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
784,AA,2021-03-16,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
785,LSXMK,2021-03-15,"Hickenlooper, John",Purchase,100001.0,D,"$100,001 - $250,000"
786,LSXMK,2021-03-15,"Hickenlooper, John",Sale,100001.0,D,"$100,001 - $250,000"
787,LBRDK,2021-03-15,"Hickenlooper, John",Purchase,50001.0,D,"$50,001 - $100,000"
788,LBRDK,2021-03-15,"Hickenlooper, John",Sale,100001.0,D,"$100,001 - $250,000"
789,CLF,2021-03-12,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
790,CLF,2021-03-12,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
791,CLF,2021-03-12,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
792,ADP,2021-03-11,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
793,JPM,2021-03-09,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
794,USB,2021-03-09,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
795,BLK,2021-03-09,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
796,STX,2021-03-05,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
797,RPM,2021-03-05,"Sullivan, Dan",Sale,15001.0,R,"$15,001 - $50,000"
798,STX,2021-03-04,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
799,AVGO,2021-03-04,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
800,WFC,2021-03-03,"McConnell, A. Mitchell Jr.",Purchase,1001.0,R,"$1,001 - $15,000"
801,UBSI,2021-03-03,"Capito, Shelley Moore",Purchase,100001.0,R,"$100,001 - $250,000"
802,KLAC,2021-02-26,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
803,AMAT,2021-02-26,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
804,STX,2021-02-26,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
805,UBSI,2021-02-23,"Capito, Shelley Moore",Purchase,50001.0,R,"$50,001 - $100,000"
806,ADBE,2021-02-19,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
807,DGNR,2021-02-18,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
808,OXY,2021-02-16,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
809,INTC,2021-02-16,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
810,CTAA,2021-02-16,"Hagerty, Bill",Sale,15001.0,R,"$15,001 - $50,000"
811,INTC,2021-02-16,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
812,OXY,2021-02-16,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
813,OXY,2021-02-16,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
814,OXY,2021-02-16,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
815,OXY,2021-02-16,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
816,OXY,2021-02-16,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
817,GEMIX,2021-02-12,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
818,FEMS,2021-02-12,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
819,GEM,2021-02-12,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
820,GEMIX,2021-02-12,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
821,CARG,2021-02-12,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
822,FIMKX,2021-02-12,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
823,EEM,2021-02-12,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
824,ECOM,2021-02-11,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
825,ECOM,2021-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
826,ECOM,2021-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
827,ECOM,2021-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
828,ECOM,2021-02-10,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
829,ECOM,2021-02-10,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
830,ECOM,2021-02-10,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
831,ECOM,2021-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
832,ECOM,2021-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
833,PENN,2021-02-09,"Toomey, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
834,VEEV,2021-02-09,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
835,F,2021-02-08,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
836,CSCO,2021-02-08,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
837,DD,2021-02-05,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
838,DD,2021-02-05,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
839,SSYS,2021-02-04,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
840,SSYS,2021-02-04,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
841,BRK-B,2021-02-03,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
842,MSFT,2021-02-03,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
843,CSX,2021-02-02,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
844,XCAPX,2021-01-29,"Carper, Thomas R.",Purchase,15001.0,D,"$15,001 - $50,000"
845,GME,2021-01-28,"Toomey, Pat",Sale,1001.0,R,"$1,001 - $15,000"
846,KLAC,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
847,COST,2021-01-27,"Moran, Jerry",Sale,1001.0,R,"$1,001 - $15,000"
848,DIS,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
849,COST,2021-01-27,"Moran, Jerry",Sale,1001.0,R,"$1,001 - $15,000"
850,AAPL,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
851,SHOP,2021-01-27,"Toomey, Pat",Sale,1001.0,R,"$1,001 - $15,000"
852,GME,2021-01-27,"Toomey, Pat",Purchase,1001.0,R,"$1,001 - $15,000"
853,TSLA,2021-01-27,"Toomey, Pat",Sale,1001.0,R,"$1,001 - $15,000"
854,DD,2021-01-27,"Carper, Thomas R.",Sale,15001.0,D,"$15,001 - $50,000"
855,DIS,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
856,KLAC,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
857,AAPL,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
858,DIS,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
859,KLAC,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
860,AAPL,2021-01-27,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
861,VRM,2021-01-26,"Hagerty, Bill",Purchase,1001.0,R,"$1,001 - $15,000"
862,PBA,2021-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
863,AQN,2021-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
864,VIAV,2021-01-25,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
865,BABA,2021-01-25,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
866,EVOP,2021-01-25,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
867,LMACU,2021-01-22,"Hickenlooper, John",Purchase,50001.0,D,"$50,001 - $100,000"
868,CLF,2021-01-21,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
869,CLF,2021-01-21,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
870,AAPL,2021-01-20,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
871,AAPL,2021-01-20,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
872,AAPL,2021-01-20,"Wyden, Ron",Purchase,1001.0,D,"$1,001 - $15,000"
873,LMND,2021-01-19,"Hagerty, Bill",Sale,1001.0,R,"$1,001 - $15,000"
874,SDOG,2021-01-15,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
875,STAG,2021-01-15,"Peters, Gary",Purchase,1001.0,D,"$1,001 - $15,000"
876,AEP,2021-01-15,"Peters, Gary",Purchase,1001.0,D,"$1,001 - $15,000"
877,RODM,2021-01-13,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
878,TDY,2021-01-13,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
879,RODM,2021-01-13,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
880,FCPIX,2021-01-13,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
881,QQQ,2021-01-13,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
882,FCPIX,2021-01-13,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
883,SH,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
884,PSQ,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
885,PSQ,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
886,FEYE,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
887,PSQ,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
888,SH,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
889,CAG,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
890,SH,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
891,DDOG,2021-01-11,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
892,AJRD,2021-01-08,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
893,AA,2021-01-06,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
894,AA,2021-01-06,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
895,AA,2021-01-06,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
896,AA,2021-01-06,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
897,AA,2021-01-06,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
898,FB,2021-01-05,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
899,CRSP,2021-01-05,"Inhofe, James M.",Sale,1001.0,R,"$1,001 - $15,000"
900,WY,2021-01-04,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
901,INTC,2021-01-04,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
902,INTC,2021-01-04,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
903,INTC,2021-01-04,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
904,ONEQ,2021-01-04,"Tuberville, Tommy",Sale,100001.0,R,"$100,001 - $250,000"
905,INTC,2021-01-04,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
906,DG,2021-01-04,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
907,SYY,2020-12-31,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
908,AMT,2020-12-31,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
909,PSX,2020-12-31,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
910,UNH,2020-12-31,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
911,CARR,2020-12-31,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
912,CLX,2020-12-31,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
913,XOM,2020-12-31,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
914,OTIS,2020-12-31,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
