,Ticker,Date,Senator,Transaction,Amount,Party,Range
0,AORT,2022-09-23,"Smith, Tina",Purchase,50001.0,D,"$50,001 - $100,000"
1,MSFT,2022-09-20,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
2,X,2022-09-20,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
3,SH,2022-09-19,"Carper, Thomas R.",Sale,15001.0,D,"$15,001 - $50,000"
4,ARKK,2022-09-19,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
5,MSFT,2022-09-19,"Tuberville, Tommy",Purchase,250001.0,R,"$250,001 - $500,000"
6,X,2022-09-19,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
7,SH,2022-09-19,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
8,SH,2022-09-19,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
9,SQM,2022-09-15,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
10,F,2022-09-12,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
11,F,2022-09-12,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
12,F,2022-09-12,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
13,ARKK,2022-09-07,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
14,ECOM,2022-09-07,"Tuberville, Tommy",Sale,500001.0,R,"$500,001 - $1,000,000"
15,WFC,2022-09-06,"McConnell, A. Mitchell Jr.",Purchase,1001.0,R,"$1,001 - $15,000"
16,NU,2022-09-06,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
17,SSYS,2022-08-26,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
18,ARKK,2022-08-25,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
19,BKEPP,2022-08-19,"Hagerty, Bill",Sale,15001.0,R,"$15,001 - $50,000"
20,MRO,2022-08-18,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
21,FAST,2022-08-18,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
22,SQM,2022-08-18,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
23,X,2022-08-12,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
24,INTC,2022-08-11,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
25,FWONK,2022-08-11,"Hickenlooper, John",Sale,50001.0,D,"$50,001 - $100,000"
26,FWONK,2022-08-09,"Hickenlooper, John",Purchase,15001.0,D,"$15,001 - $50,000"
27,INTC,2022-08-05,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
28,PYPL,2022-08-03,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
29,CLF,2022-08-03,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
30,XLY,2022-08-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
31,IVV,2022-08-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
32,PCNNX,2022-08-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
33,DHS,2022-08-01,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
34,IDV,2022-08-01,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
35,EFAV,2022-08-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
36,JHCBX,2022-08-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
37,ORCL,2022-08-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
38,XLC,2022-08-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
39,TSCO,2022-08-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
40,MUB,2022-08-01,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
41,OC,2022-08-01,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
42,VTRS,2022-08-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
43,ABNFX,2022-08-01,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
44,RSP,2022-08-01,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
45,HR,2022-07-20,"Peters, Gary",Sale,1001.0,D,"$1,001 - $15,000"
46,CLF,2022-07-18,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
47,ECOM,2022-07-14,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
48,GWW,2022-07-11,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
49,COST,2022-07-01,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
50,PYPL,2022-06-30,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
51,IBDQ,2022-06-30,"Graham, Lindsey",Purchase,15001.0,R,"$15,001 - $50,000"
52,IBDO,2022-06-30,"Graham, Lindsey",Purchase,1001.0,R,"$1,001 - $15,000"
53,VTIP,2022-06-30,"Graham, Lindsey",Sale,15001.0,R,"$15,001 - $50,000"
54,MMM,2022-06-30,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
55,QCOM,2022-06-28,"Tuberville, Tommy",Sale,250001.0,R,"$250,001 - $500,000"
56,QCOM,2022-06-28,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
57,LMT,2022-06-23,"Fischer, Deb",Sale,50001.0,R,"$50,001 - $100,000"
58,KO,2022-06-23,"Fischer, Deb",Sale,1001.0,R,"$1,001 - $15,000"
59,CSCO,2022-06-23,"Fischer, Deb",Sale,1001.0,R,"$1,001 - $15,000"
60,CAT,2022-06-23,"Fischer, Deb",Sale,50001.0,R,"$50,001 - $100,000"
61,GOLD,2022-06-22,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
62,GOLD,2022-06-22,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
63,X,2022-06-22,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
64,RPM,2022-06-21,"Sullivan, Dan",Sale,15001.0,R,"$15,001 - $50,000"
65,INTC,2022-06-21,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
66,SSYS,2022-06-21,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
67,X,2022-06-21,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
68,BRK.B,2022-06-17,"Tuberville, Tommy",Sale,100001.0,R,"$100,001 - $250,000"
69,SCCO,2022-06-17,"Tuberville, Tommy",Sale,100001.0,R,"$100,001 - $250,000"
70,BMY,2022-06-17,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
71,PYPL,2022-06-17,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
72,EVT,2022-06-17,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
73,CVX,2022-06-17,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
74,MSFT,2022-06-17,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
75,IBM,2022-06-17,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
76,INTC,2022-06-17,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
77,KO,2022-06-17,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
78,PYPL,2022-06-16,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
79,QCOM,2022-06-16,"Tuberville, Tommy",Purchase,250001.0,R,"$250,001 - $500,000"
80,F,2022-06-16,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
81,INTC,2022-06-16,"Capito, Shelley Moore",Sale,15001.0,R,"$15,001 - $50,000"
82,QCOM,2022-06-15,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
83,NVDA,2022-06-15,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
84,PYPL,2022-06-15,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
85,PYPL,2022-06-15,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
86,NVDA,2022-06-15,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
87,SSYS,2022-06-14,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
88,SSYS,2022-06-09,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
89,INTC,2022-06-09,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
90,NVDA,2022-06-08,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
91,EVT,2022-06-06,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
92,WFC,2022-06-03,"McConnell, A. Mitchell Jr.",Purchase,1001.0,R,"$1,001 - $15,000"
93,ECOM,2022-06-01,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
94,CMS,2022-06-01,"Capito, Shelley Moore",Purchase,1001.0,R,"$1,001 - $15,000"
95,X,2022-05-31,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
96,X,2022-05-31,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
97,X,2022-05-31,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
98,ABYIX,2022-05-23,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
99,PYPL,2022-05-20,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
100,CMG,2022-05-19,"Hickenlooper, John",Sale,50001.0,D,"$50,001 - $100,000"
101,PYPL,2022-05-19,"Tuberville, Tommy",Purchase,250001.0,R,"$250,001 - $500,000"
102,FCPIX,2022-05-16,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
103,JCI,2022-05-16,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
104,GSMYX,2022-05-16,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
105,LBRDK,2022-05-13,"Hickenlooper, John",Sale,15001.0,D,"$15,001 - $50,000"
106,FWONA,2022-05-13,"Hickenlooper, John",Sale,50001.0,D,"$50,001 - $100,000"
107,FWONK,2022-05-13,"Hickenlooper, John",Sale,50001.0,D,"$50,001 - $100,000"
108,LBRDK,2022-05-13,"Hickenlooper, John",Purchase,15001.0,D,"$15,001 - $50,000"
109,FWONA,2022-05-13,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
110,FWONK,2022-05-13,"Hickenlooper, John",Purchase,15001.0,D,"$15,001 - $50,000"
111,LBRDA,2022-05-13,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
112,LBRDA,2022-05-13,"Hickenlooper, John",Sale,15001.0,D,"$15,001 - $50,000"
113,IRT,2022-05-05,"Thune, John",Sale,15001.0, ,"$15,001 - $50,000"
114,PYPL,2022-04-29,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
115,PYPL,2022-04-28,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
116,PYPL,2022-04-28,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
117,LMND,2022-04-22,"Hagerty, Bill",Sale,1001.0,R,"$1,001 - $15,000"
118,ECOM,2022-04-21,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
119,PYPL,2022-04-11,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
120,T,2022-04-11,"Whitehouse, Sheldon",Sale,1001.0,D,"$1,001 - $15,000"
121,T,2022-04-11,"Whitehouse, Sheldon",Sale,1001.0,D,"$1,001 - $15,000"
122,SQ,2022-04-11,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
123,T,2022-04-08,"Rosen, Jacky",Sale,1001.0,D,"$1,001 - $15,000"
124,T,2022-04-08,"Rosen, Jacky",Sale,1001.0,D,"$1,001 - $15,000"
125,T,2022-04-08,"Rosen, Jacky",Sale,1001.0,D,"$1,001 - $15,000"
126,BDX,2022-04-01,"Rosen, Jacky",Sale,1001.0,D,"$1,001 - $15,000"
127,CFG,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
128,VEEV,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
129,VMW,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
130,SNA,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
131,SIVB,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
132,SPGI,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
133,ROK,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
134,REGN,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
135,NFLX,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
136,LMST,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
137,KEY,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
138,INTU,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
139,GNRC,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
140,FGBI,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
141,FITB,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
142,EXP,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
143,DEO,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
144,CE,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
145,CP,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
146,CABO,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
147,BKE,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
148,BIO,2022-03-30,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
149,BMO,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
150,TMO,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
151,RMD,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
152,RF,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
153,NOC,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
154,NDAQ,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
155,MRK,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
156,MASI,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
157,MMC,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
158,MKSI,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
159,HUMA,2022-03-30,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
160,HON,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
161,GFI,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
162,IT,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
163,DHI,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
164,CDNS,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
165,AME,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
166,GOOG,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
167,ABBV,2022-03-30,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
168,WST,2022-03-29,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
169,GOLD,2022-03-23,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
170,GOLD,2022-03-23,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
171,SCCO,2022-03-22,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
172,MSFT,2022-03-22,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
173,NU,2022-03-22,"Tuberville, Tommy",Purchase,1001.0,R,"$1,001 - $15,000"
174,NU,2022-03-21,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
175,ECOM,2022-03-21,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
176,KWEB,2022-03-17,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
177,LBRDK,2022-03-16,"Hickenlooper, John",Sale,50001.0,D,"$50,001 - $100,000"
178,LSXMK,2022-03-16,"Hickenlooper, John",Sale,15001.0,D,"$15,001 - $50,000"
179,FWONK,2022-03-16,"Hickenlooper, John",Sale,50001.0,D,"$50,001 - $100,000"
180,SH,2022-03-15,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
181,PSQ,2022-03-15,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
182,BATRK,2022-03-14,"Hickenlooper, John",Sale,15001.0,D,"$15,001 - $50,000"
183,SH,2022-03-14,"Carper, Thomas R.",Purchase,15001.0,D,"$15,001 - $50,000"
184,PSQ,2022-03-14,"Carper, Thomas R.",Purchase,15001.0,D,"$15,001 - $50,000"
185,SH,2022-03-14,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
186,PSQ,2022-03-14,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
187,SH,2022-03-14,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
188,PSQ,2022-03-14,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
189,BATRK,2022-03-14,"Hickenlooper, John",Purchase,1001.0,D,"$1,001 - $15,000"
190,TACO,2022-03-09,"Hagerty, Bill",Sale,15001.0,R,"$15,001 - $50,000"
191,ECOM,2022-03-08,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
192,GLD,2022-03-07,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
193,GNR,2022-03-07,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
194,MOO,2022-03-07,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
195,MAXR,2022-03-07,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
196,WFC,2022-03-03,"McConnell, A. Mitchell Jr.",Purchase,1001.0,R,"$1,001 - $15,000"
197,LOW,2022-02-24,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
198,AAPL,2022-02-24,"Wyden, Ron",Sale,50001.0,D,"$50,001 - $100,000"
199,AAPL,2022-02-24,"Wyden, Ron",Purchase,50001.0,D,"$50,001 - $100,000"
200,AAPL,2022-02-24,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
201,LHX,2022-02-24,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
202,MSFT,2022-02-24,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
203,NEE,2022-02-24,"Capito, Shelley Moore",Sale,1001.0,R,"$1,001 - $15,000"
204,OXY,2022-02-22,"Tuberville, Tommy",Sale,50001.0,R,"$50,001 - $100,000"
205,KHC,2022-02-18,"Blunt, Roy",Sale,15001.0,R,"$15,001 - $50,000"
206,ARKK,2022-02-17,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
207,ARKK,2022-02-17,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
208,X,2022-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
209,X,2022-02-10,"Tuberville, Tommy",Purchase,100001.0,R,"$100,001 - $250,000"
210,X,2022-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
211,X,2022-02-10,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
212,PYPL,2022-02-09,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
213,PYPL,2022-02-09,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
214,PYPL,2022-02-09,"Tuberville, Tommy",Purchase,15001.0,R,"$15,001 - $50,000"
215,PYPL,2022-02-09,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
216,ECOM,2022-02-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
217,ECOM,2022-02-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
218,ECOM,2022-02-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
219,ECOM,2022-02-07,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
220,PYPL,2022-02-07,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
221,X,2022-02-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
222,MRO,2022-02-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
223,MSFT,2022-02-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
224,F,2022-02-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
225,MRO,2022-02-01,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
226,CLF,2022-02-01,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
227,FIMKX,2022-01-31,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
228,JHMM,2022-01-31,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
229,WIW,2022-01-31,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
230,ROAD,2022-01-31,"Warner, Mark",Sale,100001.0,D,"$100,001 - $250,000"
231,SI,2022-01-31,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
232,GNR,2022-01-31,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
233,ITA,2022-01-31,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
234,MOO,2022-01-31,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
235,NVDA,2022-01-31,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
236,LUBFX,2022-01-31,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
237,GEMIX,2022-01-31,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
238,CEF,2022-01-31,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
239,XAR,2022-01-31,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
240,PTMC,2022-01-31,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
241,TSLA,2022-01-28,"Whitehouse, Sheldon",Purchase,15001.0,D,"$15,001 - $50,000"
242,TGT,2022-01-28,"Whitehouse, Sheldon",Purchase,15001.0,D,"$15,001 - $50,000"
243,KBA,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
244,MDT,2022-01-26,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
245,FIMKX,2022-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
246,JHMM,2022-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
247,WIW,2022-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
248,KRE,2022-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
249,SRVR,2022-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
250,ITA,2022-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
251,MOO,2022-01-26,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
252,GEMIX,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
253,XAR,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
254,GLD,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
255,IVOO,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
256,CIBR,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
257,FDN,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
258,GBIL,2022-01-26,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
259,BTC,2022-01-25,"Cruz, Ted",Purchase,15001.0,R,"$15,001 - $50,000"
260,GOLD,2022-01-24,"Tuberville, Tommy",Purchase,50001.0,R,"$50,001 - $100,000"
261,LMT,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
262,PEP,2022-01-21,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
263,PM,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
264,PONCX,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
265,TSN,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
266,CTAS,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
267,XEL,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
268,PG,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
269,HSY,2022-01-21,"Collins, Susan M.",Purchase,15001.0,R,"$15,001 - $50,000"
270,UL,2022-01-21,"Collins, Susan M.",Sale,15001.0,R,"$15,001 - $50,000"
271,ABBV,2022-01-21,"Tuberville, Tommy",Sale,1001.0,R,"$1,001 - $15,000"
272,ABC,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
273,DUK,2022-01-21,"Tuberville, Tommy",Sale,15001.0,R,"$15,001 - $50,000"
274,GMRE,2022-01-18,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
275,FCPIX,2022-01-18,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
276,BMY,2022-01-18,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
277,DIS,2022-01-18,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
278,JNJ,2022-01-18,"Carper, Thomas R.",Purchase,1001.0,D,"$1,001 - $15,000"
279,IRM,2022-01-18,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
280,QCOM,2022-01-18,"Carper, Thomas R.",Sale,1001.0,D,"$1,001 - $15,000"
