,Date,Ticker,Mentions,Rank,Sentiment
696,2020-08-17,MSFT,70,18,0.11787
697,2020-08-18,MSFT,103,14,0.1029912621
698,2020-08-19,MSFT,119,13,0.0830579832
699,2020-08-20,MSFT,157,8,0.0402070064
700,2020-08-21,MSFT,247,6,0.0285331984
701,2020-08-22,MSFT,44,6,0.1490954545
702,2020-08-23,MSFT,75,6,0.0613586667
703,2020-08-24,MSFT,160,10,0.001235625
704,2020-08-25,MSFT,194,9,0.0125515464
705,2020-08-26,MSFT,244,10,0.0578032787
706,2020-08-27,MSFT,831,3,0.0393712395
707,2020-08-28,MSFT,398,4,0.0694668342
708,2020-08-29,MSFT,109,5,-0.0122376147
709,2020-08-30,MSFT,181,5,-0.0040077348
710,2020-08-31,MSFT,191,6,0.0684387435
711,2020-09-01,MSFT,379,9,-0.0087116095
712,2020-09-02,MSFT,288,12,0.0759336806
713,2020-09-03,MSFT,187,13,0.0173262032
714,2020-09-04,MSFT,217,8,0.0769087558
715,2020-09-05,MSFT,50,8,0.010396
716,2020-09-06,MSFT,30,9,0.03352
717,2020-09-07,MSFT,52,8,0.0078115385
718,2020-09-08,MSFT,246,9,-0.0305841463
719,2020-09-09,MSFT,227,5,-0.0082409692
720,2020-09-10,MSFT,126,13,-0.0441730159
721,2020-09-11,MSFT,105,11,0.0506190476
722,2020-09-12,MSFT,25,12,0.176392
723,2020-09-13,MSFT,265,1,0.0258769811
724,2020-09-14,MSFT,152,9,-0.0457276316
725,2020-09-15,MSFT,97,18,0.0815896907
726,2020-09-16,MSFT,78,19,0.052775641
727,2020-09-17,MSFT,68,11,0.0383573529
728,2020-09-18,MSFT,495,5,-0.0032535354
729,2020-09-19,MSFT,31,7,-0.1675322581
730,2020-09-20,MSFT,36,11,0.1147916667
731,2020-09-21,MSFT,46,7,0.124723913
732,2020-09-22,MSFT,54,14,0.2265166667
733,2020-09-23,MSFT,84,16,0.0075821429
734,2020-09-24,MSFT,49,17,0.0536142857
735,2020-09-25,MSFT,41,18,0.0211390244
736,2020-09-26,MSFT,6,38,0.0973666667
737,2020-09-27,MSFT,14,19,0.2921
738,2020-09-28,MSFT,66,17,0.0635424242
739,2020-09-29,MSFT,38,34,0.02935
740,2020-09-30,MSFT,54,24,0.1205962963
741,2020-10-01,MSFT,54,19,0.1684555556
742,2020-10-02,MSFT,57,20,0.0534929825
743,2020-10-03,MSFT,12,21,0.071175
744,2020-10-04,MSFT,12,33,0.2185916667
745,2020-10-05,MSFT,46,23,0.0777804348
746,2020-10-06,MSFT,80,14,0.05668125
747,2020-10-07,MSFT,45,24,-0.0241466667
748,2020-10-08,MSFT,149,6,0.0454919463
749,2020-10-09,MSFT,94,10,0.1589680851
750,2020-10-10,MSFT,21,8,0.1092238095
751,2020-10-11,MSFT,18,15,-0.0752388889
752,2020-10-12,MSFT,71,16,0.1406535211
753,2020-10-13,MSFT,59,18,0.1942762712
754,2020-10-14,MSFT,47,24,-0.0360574468
755,2020-10-15,MSFT,47,21,0.1197319149
756,2020-10-16,MSFT,70,19,0.1753514286
757,2020-10-17,MSFT,19,13,0.3541789474
758,2020-10-18,MSFT,22,18,0.08675
759,2020-10-19,MSFT,10,36,-0.19608
760,2020-10-20,MSFT,62,22,0.0328419355
761,2020-10-21,MSFT,53,27,-0.0292320755
762,2020-10-22,MSFT,53,24,0.0495773585
763,2020-10-23,MSFT,67,15,0.0861955224
764,2020-10-24,MSFT,19,10,0.0567157895
765,2020-10-25,MSFT,27,10,0.1942296296
766,2020-10-26,MSFT,151,7,0.0299278146
767,2020-10-27,MSFT,578,2,0.0458358131
768,2020-10-28,MSFT,176,8,0.0605727273
769,2020-10-29,MSFT,97,16,0.0668690722
770,2020-10-30,MSFT,140,9,0.0933757143
771,2020-10-31,MSFT,9,28,0.0778444444
772,2020-11-01,MSFT,12,33,0.23825
773,2020-11-02,MSFT,40,23,-0.020465
774,2020-11-03,MSFT,22,41,0.00205
775,2020-11-04,MSFT,27,22,0.087062963
776,2020-11-05,MSFT,30,23,0.0816866667
777,2020-11-06,MSFT,17,28,0.0992411765
778,2020-11-07,MSFT,8,37,0.1715
779,2020-11-08,MSFT,19,26,0.1410789474
780,2020-11-09,MSFT,79,31,-0.0026468354
781,2020-11-10,MSFT,86,21,0.0735895349
782,2020-11-11,MSFT,35,33,0.1412485714
783,2020-11-12,MSFT,24,47,0.1028625
784,2020-11-13,MSFT,16,59,0.0489375
785,2020-11-14,MSFT,8,39,0.2310125
786,2020-11-15,MSFT,11,41,-0.0773545455
787,2020-11-16,MSFT,31,44,0.1379774194
788,2020-11-17,MSFT,52,30,-0.0229019231
789,2020-11-18,MSFT,77,24,-0.109274026
790,2020-11-19,MSFT,53,32,0.0670018868
791,2020-11-20,MSFT,49,29,0.0103244898
792,2020-11-21,MSFT,18,17,0.1259722222
793,2020-11-22,MSFT,20,22,0.144725
794,2020-11-23,MSFT,92,21,0.0635847826
795,2020-11-24,MSFT,75,26,0.073744
796,2020-11-25,MSFT,77,25,0.0942805195
797,2020-11-26,MSFT,30,18,0.25823
798,2020-11-27,MSFT,15,82,-0.0526666667
799,2020-11-28,MSFT,16,20,0.357075
800,2020-11-29,MSFT,14,52,0.2056928571
801,2020-11-30,MSFT,51,33,0.0920411765
802,2020-12-01,MSFT,96,23,0.019375
803,2020-12-02,MSFT,64,30,0.068065625
804,2020-12-03,MSFT,27,31,0.0399296296
805,2020-12-04,MSFT,68,27,0.0947779412
806,2020-12-05,MSFT,14,34,0.18955
807,2020-12-06,MSFT,19,33,0.0324052632
808,2020-12-07,MSFT,93,25,-0.0032989247
809,2020-12-08,MSFT,60,33,0.169905
810,2020-12-09,MSFT,55,42,0.1754472727
811,2020-12-10,MSFT,63,32,-0.090984127
812,2020-12-11,MSFT,62,29,0.1062935484
813,2020-12-12,MSFT,8,54,-0.11235
814,2020-12-13,MSFT,18,42,0.0783333333
815,2020-12-14,MSFT,32,52,0.043840625
816,2020-12-15,MSFT,47,40,-0.0158361702
817,2020-12-16,MSFT,111,16,0.1439414414
818,2020-12-17,MSFT,75,29,0.040396
819,2020-12-18,MSFT,91,20,0.0227450549
820,2020-12-19,MSFT,18,21,-0.0787777778
821,2020-12-20,MSFT,21,30,0.1152285714
822,2020-12-21,MSFT,112,23,0.0108857143
823,2020-12-22,MSFT,63,35,0.1320095238
824,2020-12-23,MSFT,38,44,-0.0797868421
825,2020-12-24,MSFT,36,30,0.0761472222
826,2020-12-25,MSFT,12,18,0.3369916667
827,2020-12-26,MSFT,4,81,0.144575
828,2020-12-27,MSFT,12,54,0.1795916667
829,2020-12-28,MSFT,64,30,0.147275
830,2020-12-29,MSFT,23,71,0.0360478261
831,2020-12-30,MSFT,31,39,0.0424677419
832,2020-12-31,MSFT,35,31,-0.0167657143
833,2021-01-01,MSFT,5,71,0.17238
834,2021-01-02,MSFT,4,84,0.4649
835,2021-01-03,MSFT,16,20,0.34005
836,2021-01-04,MSFT,44,37,0.0541977273
837,2021-01-05,MSFT,41,39,0.0479804878
838,2021-01-06,MSFT,111,24,0.0118234234
839,2021-01-07,MSFT,46,39,0.1396608696
840,2021-01-08,MSFT,21,77,-0.1018761905
841,2021-01-09,MSFT,12,40,0.1765166667
842,2021-01-10,MSFT,9,71,0.0818111111
843,2021-01-11,MSFT,25,67,-0.013428
844,2021-01-12,MSFT,80,25,0.01228375
845,2021-01-13,MSFT,48,43,0.11111875
846,2021-01-14,MSFT,82,32,0.0698256098
847,2021-01-15,MSFT,62,24,0.0153693548
848,2021-01-16,MSFT,18,19,0.1336388889
849,2021-01-17,MSFT,15,25,0.1924066667
850,2021-01-18,MSFT,26,27,-0.0143692308
851,2021-01-19,MSFT,95,21,0.0388778947
852,2021-01-20,MSFT,103,20,0.0923650485
853,2021-01-21,MSFT,79,23,0.0335037975
854,2021-01-22,MSFT,92,19,0.1315521739
855,2021-01-23,MSFT,35,14,0.1075428571
856,2021-01-24,MSFT,12,19,0.0071416667
857,2021-01-25,MSFT,84,32,0.0874892857
858,2021-01-26,MSFT,393,9,0.0630798982
859,2021-01-27,MSFT,117,33,0.1234948718
860,2021-01-28,MSFT,25,114,0.140536
861,2021-01-29,MSFT,30,51,0.1357333333
862,2021-01-30,MSFT,26,16,0.0552884615
863,2021-01-31,MSFT,51,30,0.2707647059
864,2021-02-01,MSFT,60,41,0.2027433333
865,2021-02-02,MSFT,69,44,0.2074913043
866,2021-02-03,MSFT,72,29,0.1006652778
867,2021-02-04,MSFT,12,41,0.257925
868,2021-02-05,MSFT,18,51,0.0996444444
869,2021-02-06,MSFT,2,107,0.3507
870,2021-02-07,MSFT,11,26,0.3389818182
871,2021-02-08,MSFT,29,57,0.1260862069
872,2021-02-09,MSFT,19,86,0.0705789474
873,2021-02-10,MSFT,14,111,0.1331142857
874,2021-02-11,MSFT,31,74,0.0043612903
875,2021-02-12,MSFT,20,86,0.15231
876,2021-02-13,MSFT,9,94,-0.1803555556
877,2021-02-14,MSFT,6,121,-0.3223
878,2021-02-15,MSFT,14,68,0.1509142857
879,2021-02-16,MSFT,17,98,-0.1258823529
880,2021-02-17,MSFT,24,68,-0.0165125
881,2021-02-18,MSFT,17,77,0.0780529412
882,2021-02-19,MSFT,72,24,0.3686027778
883,2021-02-20,MSFT,17,55,0.2207764706
884,2021-02-21,MSFT,10,96,0.3667
885,2021-02-22,MSFT,44,44,0.0437681818
886,2021-02-23,MSFT,38,51,0.0149026316
887,2021-02-24,MSFT,32,70,0.13825
888,2021-02-25,MSFT,13,113,0.3728307692
889,2021-02-26,MSFT,13,93,-0.1022538462
890,2021-02-27,MSFT,2,209,0.06855
891,2021-02-28,MSFT,7,96,0.1320428571
892,2021-03-01,MSFT,18,95,-0.05375
893,2021-03-02,MSFT,8,182,0.253625
894,2021-03-03,MSFT,24,80,0.041525
895,2021-03-04,MSFT,35,48,-0.0177542857
896,2021-03-05,MSFT,39,30,0.1575179487
897,2021-03-06,MSFT,9,46,-0.2310555556
898,2021-03-07,MSFT,10,57,-0.09005
899,2021-03-08,MSFT,28,45,0.167075
900,2021-03-09,MSFT,15,71,0.11544
901,2021-03-10,MSFT,10,93,0.35561
902,2021-03-11,MSFT,14,88,0.0977571429
903,2021-03-12,MSFT,14,70,0.0417142857
904,2021-03-13,MSFT,5,64,0.2921
905,2021-03-14,MSFT,9,47,0.1678444444
906,2021-03-15,MSFT,35,34,0.0753685714
907,2021-03-16,MSFT,33,33,0.1087424242
908,2021-03-17,MSFT,24,48,0.1038541667
909,2021-03-18,MSFT,22,51,0.1017
910,2021-03-19,MSFT,16,53,0.156575
911,2021-03-20,MSFT,1,232,-0.7003
912,2021-03-21,MSFT,6,72,0.1410333333
913,2021-03-22,MSFT,35,25,0.1232771429
914,2021-03-23,MSFT,68,16,0.0615808824
915,2021-03-24,MSFT,19,61,0.0242
916,2021-03-25,MSFT,31,29,0.0127967742
917,2021-03-26,MSFT,21,40,-0.0106571429
918,2021-03-27,MSFT,8,21,0.2196125
919,2021-03-28,MSFT,7,53,0.1212428571
920,2021-03-29,MSFT,15,66,-0.2416666667
921,2021-03-30,MSFT,25,39,0.020272
922,2021-03-31,MSFT,92,12,0.0747641304
923,2021-04-01,MSFT,26,26,0.0254423077
924,2021-04-02,MSFT,11,17,-0.0442272727
925,2021-04-03,MSFT,12,12,0.1706
926,2021-04-04,MSFT,10,25,0.16656
927,2021-04-05,MSFT,55,15,0.0690363636
928,2021-04-06,MSFT,27,32,0.133637037
929,2021-04-07,MSFT,38,31,0.0939
930,2021-04-08,MSFT,64,15,0.1793765625
931,2021-04-09,MSFT,38,21,0.0840657895
932,2021-04-10,MSFT,10,20,0.46118
933,2021-04-11,MSFT,25,9,0.17204
934,2021-04-12,MSFT,50,21,0.15661
935,2021-04-13,MSFT,41,27,0.1097121951
936,2021-04-14,MSFT,38,27,0.0086368421
937,2021-04-15,MSFT,59,24,0.0683661017
938,2021-04-16,MSFT,17,41,0.0246176471
939,2021-04-17,MSFT,7,33,0.434
940,2021-04-18,MSFT,5,67,0.15384
941,2021-04-19,MSFT,17,46,0.2851705882
942,2021-04-20,MSFT,23,31,0.1083434783
943,2021-04-21,MSFT,19,40,0.0369315789
944,2021-04-22,MSFT,25,33,0.08394
945,2021-04-23,MSFT,26,23,0.0506807692
946,2021-04-24,MSFT,12,15,0.4668083333
947,2021-04-25,MSFT,14,15,0.1601928571
948,2021-04-26,MSFT,38,20,0.1242842105
949,2021-04-27,MSFT,237,7,0.0299864979
950,2021-04-28,MSFT,89,11,0.0696865169
951,2021-04-29,MSFT,99,14,0.0637959596
952,2021-04-30,MSFT,30,24,0.04028
953,2021-05-01,MSFT,4,51,0.0011
954,2021-05-02,MSFT,6,50,0.1573
955,2021-05-03,MSFT,62,21,0.0268725806
956,2021-05-04,MSFT,73,19,0.0281356164
957,2021-05-05,MSFT,31,44,0.0793709677
958,2021-05-06,MSFT,26,59,0.0989846154
959,2021-05-07,MSFT,37,30,0.0162297297
960,2021-05-08,MSFT,4,63,0.24715
961,2021-05-09,MSFT,13,32,0.1090538462
962,2021-05-10,MSFT,31,47,-0.0157645161
963,2021-05-11,MSFT,17,70,0.1296470588
964,2021-05-12,MSFT,20,51,-0.091505
965,2021-05-13,MSFT,13,77,0.2360692308
966,2021-05-14,MSFT,2,239,0.0
967,2021-05-15,MSFT,4,36,0.5554
968,2021-05-16,MSFT,14,18,-0.0877785714
969,2021-05-17,MSFT,18,43,0.1347611111
970,2021-05-18,MSFT,22,33,0.2305136364
971,2021-05-19,MSFT,9,81,-0.0172555556
972,2021-05-20,MSFT,10,80,0.00937
973,2021-05-21,MSFT,6,87,0.1445666667
974,2021-05-23,MSFT,5,59,0.08974
975,2021-05-24,MSFT,16,41,0.1198375
976,2021-05-25,MSFT,6,109,0.0807333333
977,2021-05-26,MSFT,15,65,0.0358733333
978,2021-05-27,MSFT,21,50,-0.0174095238
979,2021-05-28,MSFT,10,86,0.049
980,2021-05-29,MSFT,4,43,-0.183775
981,2021-05-30,MSFT,2,73,0.4339
982,2021-05-31,MSFT,5,65,0.30242
983,2021-06-01,MSFT,11,64,-0.0867636364
984,2021-06-02,MSFT,8,116,0.2368
985,2021-06-03,MSFT,17,70,0.2551882353
986,2021-06-04,MSFT,20,49,0.28646
987,2021-06-05,MSFT,2,124,-0.42775
988,2021-06-06,MSFT,2,159,0.0129
989,2021-06-07,MSFT,20,58,0.038205
990,2021-06-08,MSFT,10,139,-0.00842
991,2021-06-09,MSFT,11,134,0.0526181818
992,2021-06-10,MSFT,42,44,0.1726738095
993,2021-06-11,MSFT,20,61,0.133995
994,2021-06-12,MSFT,1,255,0.5927
995,2021-06-13,MSFT,8,59,0.060275
996,2021-06-14,MSFT,16,82,0.37139375
997,2021-06-15,MSFT,14,87,0.2218571429
998,2021-06-16,MSFT,17,79,0.0150647059
999,2021-06-17,MSFT,28,53,0.0288392857
1000,2021-06-18,MSFT,18,50,0.1303722222
1001,2021-06-19,MSFT,4,61,0.196
1002,2021-06-20,MSFT,10,43,-0.00444
1003,2021-06-21,MSFT,11,85,0.2490727273
1004,2021-06-22,MSFT,30,44,0.0461766667
1005,2021-06-23,MSFT,28,43,0.217725
1006,2021-06-24,MSFT,35,41,0.1665571429
1007,2021-06-25,MSFT,8,96,-0.0593375
1008,2021-06-26,MSFT,3,73,-0.1925666667
1009,2021-06-27,MSFT,5,80,0.2029
1010,2021-06-28,MSFT,14,88,0.2289071429
1011,2021-06-29,MSFT,28,44,0.0344464286
1012,2021-06-30,MSFT,12,91,0.1621416667
1013,2021-07-01,MSFT,21,55,0.0646666667
1014,2021-07-02,MSFT,89,18,0.1430078652
1015,2021-07-03,MSFT,4,37,-0.4697
1016,2021-07-04,MSFT,4,43,-0.087075
1017,2021-07-05,MSFT,15,22,0.1345933333
1018,2021-07-06,MSFT,75,20,-0.0457586667
1019,2021-07-07,MSFT,55,25,0.1126272727
1020,2021-07-08,MSFT,29,36,0.0866551724
1021,2021-07-09,MSFT,16,45,0.12240625
1022,2021-07-10,MSFT,4,42,-0.4489
1023,2021-07-11,MSFT,4,59,0.1147
1024,2021-07-12,MSFT,16,43,0.099375
1025,2021-07-13,MSFT,61,23,0.0382278689
1026,2021-07-14,MSFT,52,23,0.0771807692
1027,2021-07-15,MSFT,34,26,0.1553176471
1028,2021-07-16,MSFT,25,29,-0.01722
1029,2021-07-17,MSFT,1,162,-0.1531
1030,2021-07-18,MSFT,6,48,0.07415
1031,2021-07-19,MSFT,26,40,0.1113807692
1032,2021-07-20,MSFT,28,27,-0.0163178571
1033,2021-07-21,MSFT,17,43,0.1501
1034,2021-07-22,MSFT,59,16,0.1109033898
1035,2021-07-23,MSFT,74,13,0.0857689189
1036,2021-07-24,MSFT,5,35,0.28702
1037,2021-07-25,MSFT,16,21,0.114925
1038,2021-07-26,MSFT,65,11,0.1388523077
1039,2021-07-27,MSFT,262,3,0.0555179389
1040,2021-07-28,MSFT,67,15,0.0328910448
1041,2021-07-29,MSFT,42,24,0.0446857143
1042,2021-07-30,MSFT,18,34,0.0222055556
1043,2021-07-31,MSFT,3,66,-0.1186666667
1044,2021-08-01,MSFT,6,48,0.34145
1045,2021-08-02,MSFT,17,42,0.0719588235
1046,2021-08-03,MSFT,16,41,-0.14775625
1047,2021-08-04,MSFT,23,38,0.1556565217
1048,2021-08-05,MSFT,13,69,-0.0398230769
1049,2021-08-06,MSFT,18,32,0.0848555556
1050,2021-08-07,MSFT,2,91,-0.0585
1051,2021-08-08,MSFT,3,88,0.3667
1052,2021-08-09,MSFT,12,66,0.2458
1053,2021-08-10,MSFT,15,62,-0.1488866667
1054,2021-08-11,MSFT,12,71,-0.020725
1055,2021-08-12,MSFT,17,56,-0.1639
1056,2021-08-13,MSFT,22,30,0.1801
1057,2021-08-14,MSFT,3,55,0.0919333333
1058,2021-08-15,MSFT,1,221,0.8555
1059,2021-08-16,MSFT,18,38,0.0399222222
1060,2021-08-17,MSFT,25,31,-0.023516
1061,2021-08-18,MSFT,23,31,0.0961043478
1062,2021-08-19,MSFT,102,7,0.0527401961
1063,2021-08-20,MSFT,145,5,0.0768834483
1064,2021-08-21,MSFT,19,6,0.2349
1065,2021-08-22,MSFT,10,21,0.10441
1066,2021-08-23,MSFT,43,18,0.1890604651
1067,2021-08-24,MSFT,23,36,0.1632043478
1068,2021-08-25,MSFT,31,25,0.0470419355
1069,2021-08-26,MSFT,21,29,-0.0061190476
1070,2021-08-27,MSFT,25,30,0.11776
1071,2021-08-28,MSFT,5,25,0.10128
1072,2021-08-29,MSFT,9,26,0.0860444444
1073,2021-08-30,MSFT,29,28,0.0809
1074,2021-08-31,MSFT,20,37,0.169345
1075,2021-09-01,MSFT,15,55,0.48964
1076,2021-09-02,MSFT,15,50,-0.05214
1077,2021-09-03,MSFT,13,47,0.0429230769
1078,2021-09-04,MSFT,1,167,-0.1608
1079,2021-09-05,MSFT,4,31,0.198925
1080,2021-09-06,MSFT,4,52,0.269675
1081,2021-09-07,MSFT,15,49,0.1142133333
1082,2021-09-08,MSFT,14,46,0.0599571429
1083,2021-09-09,MSFT,21,35,-0.1022
1084,2021-09-10,MSFT,26,19,0.0123769231
1085,2021-09-11,MSFT,1,151,0.5423
1086,2021-09-12,MSFT,1,220,-0.4588
1087,2021-09-13,MSFT,14,37,0.0480142857
1088,2021-09-14,MSFT,69,12,0.1221188406
1089,2021-09-15,MSFT,77,11,0.0712103896
1090,2021-09-16,MSFT,22,33,0.0072272727
1091,2021-09-17,MSFT,28,27,0.0798142857
1092,2021-09-18,MSFT,3,42,0.1468
1093,2021-09-19,MSFT,14,18,0.1222428571
1094,2021-09-20,MSFT,29,29,0.0984965517
1095,2021-09-21,MSFT,17,53,-0.0721294118
1096,2021-09-22,MSFT,18,46,0.2022055556
1097,2021-09-23,MSFT,13,55,-0.1531076923
1098,2021-09-24,MSFT,12,49,0.0121083333
1099,2021-09-25,MSFT,5,30,0.24396
1100,2021-09-26,MSFT,3,86,0.1447333333
1101,2021-09-27,MSFT,19,37,-0.0571526316
1102,2021-09-28,MSFT,33,21,-0.0265121212
1103,2021-09-29,MSFT,15,41,-0.03252
1104,2021-09-30,MSFT,21,28,0.0962190476
1105,2021-10-01,MSFT,20,27,0.085485
1106,2021-10-02,MSFT,8,13,0.2279125
1107,2021-10-03,MSFT,4,52,-0.17755
1108,2021-10-04,MSFT,28,21,0.03275
1109,2021-10-05,MSFT,30,15,0.0986933333
1110,2021-10-06,MSFT,20,31,0.12086
1111,2021-10-07,MSFT,18,30,0.1829111111
1112,2021-10-08,MSFT,18,20,0.1052722222
1113,2021-10-09,MSFT,2,66,0.13405
1114,2021-10-10,MSFT,3,76,0.0426666667
1115,2021-10-11,MSFT,18,27,-0.0210166667
1116,2021-10-12,MSFT,11,52,0.1006545455
1117,2021-10-13,MSFT,9,58,0.1805888889
1118,2021-10-14,MSFT,40,19,0.17916
1119,2021-10-15,MSFT,40,16,0.062455
1120,2021-10-16,MSFT,4,29,0.37175
1121,2021-10-17,MSFT,2,98,0.17975
1122,2021-10-18,MSFT,36,20,0.2038694444
1123,2021-10-19,MSFT,14,43,0.1792857143
1124,2021-10-20,MSFT,33,18,0.003469697
1125,2021-10-21,MSFT,40,20,0.046575
1126,2021-10-22,MSFT,16,41,-0.13346875
1127,2021-10-23,MSFT,1,164,-0.5413
1128,2021-10-24,MSFT,9,26,0.1177444444
1129,2021-10-25,MSFT,26,33,-0.0112076923
1130,2021-10-26,MSFT,146,9,0.0766226027
1131,2021-10-27,MSFT,180,4,0.0318816667
1132,2021-10-28,MSFT,59,14,0.0976254237
1133,2021-10-29,MSFT,86,6,-0.0093732558
1134,2021-10-30,MSFT,7,18,0.2825714286
1135,2021-10-31,MSFT,11,13,-0.0358909091
1136,2021-11-01,MSFT,52,13,0.0655826923
1137,2021-11-02,MSFT,35,25,0.1042342857
1138,2021-11-03,MSFT,41,25,0.1167682927
1139,2021-11-04,MSFT,53,28,0.0683415094
1140,2021-11-05,MSFT,29,34,-0.062637931
1141,2021-11-06,MSFT,7,28,0.2828857143
1142,2021-11-07,MSFT,6,65,0.3447166667
1143,2021-11-08,MSFT,30,41,0.2064666667
1144,2021-11-09,MSFT,19,64,0.0187
1145,2021-11-10,MSFT,30,28,0.1104266667
1146,2021-11-11,MSFT,20,42,-0.14528
1147,2021-11-12,MSFT,18,26,0.1208777778
1148,2021-11-13,MSFT,6,16,0.0038833333
1149,2021-11-14,MSFT,5,58,0.12956
1150,2021-11-15,MSFT,19,37,-0.0517105263
1151,2021-11-16,MSFT,31,30,0.3441806452
1152,2021-11-17,MSFT,45,24,0.0960866667
1153,2021-11-18,MSFT,56,22,0.0959696429
1154,2021-11-19,MSFT,42,21,0.1975690476
1155,2021-11-20,MSFT,5,30,-0.17722
1156,2021-11-21,MSFT,9,34,0.2021222222
1157,2021-11-22,MSFT,91,14,0.1268989011
1158,2021-11-23,MSFT,63,15,0.1346238095
1159,2021-11-24,MSFT,53,11,0.0550283019
1160,2021-11-25,MSFT,10,25,0.23004
1161,2021-11-26,MSFT,50,14,0.118704
1162,2021-11-27,MSFT,10,11,0.27745
1163,2021-11-28,MSFT,10,32,0.00293
1164,2021-11-29,MSFT,41,18,0.0856487805
1165,2021-11-30,MSFT,89,11,0.0369067416
1166,2021-12-01,MSFT,61,19,0.0130852459
1167,2021-12-02,MSFT,37,23,-0.0040837838
1168,2021-12-03,MSFT,40,23,0.11475
1169,2021-12-04,MSFT,5,41,0.30026
1170,2021-12-05,MSFT,17,13,0.1660882353
1171,2021-12-06,MSFT,32,24,0.075459375
1172,2021-12-07,MSFT,34,23,0.2268970588
1173,2021-12-08,MSFT,43,18,0.0334860465
1174,2021-12-09,MSFT,29,20,0.2070896552
1175,2021-12-10,MSFT,72,9,0.1450027778
1176,2021-12-11,MSFT,20,4,0.176145
1177,2021-12-12,MSFT,16,11,-0.04911875
1178,2021-12-13,MSFT,33,19,0.038430303
1179,2021-12-14,MSFT,118,7,0.0563228814
1180,2021-12-15,MSFT,65,11,0.13202
1181,2021-12-16,MSFT,66,11,0.0411348485
1182,2021-12-17,MSFT,41,13,0.1059853659
1183,2021-12-18,MSFT,7,24,-0.0407428571
1184,2021-12-19,MSFT,18,11,0.0867444444
1185,2021-12-20,MSFT,55,11,-0.0507036364
1186,2021-12-21,MSFT,48,13,-0.0541666667
1187,2021-12-22,MSFT,35,13,0.0133971429
1188,2021-12-23,MSFT,30,13,0.0705
1189,2021-12-24,MSFT,4,20,-0.049525
1190,2021-12-25,MSFT,1,98,0.8915
1191,2021-12-26,MSFT,5,21,-0.06128
1192,2021-12-27,MSFT,31,14,0.1279032258
1193,2021-12-28,MSFT,33,13,0.1291939394
1194,2021-12-29,MSFT,27,15,0.0442444444
1195,2021-12-30,MSFT,28,19,0.0739857143
1196,2021-12-31,MSFT,7,26,0.1406428571
1197,2022-01-01,MSFT,2,71,0.0
1198,2022-01-02,MSFT,6,28,0.1476666667
1199,2022-01-03,MSFT,117,5,-0.062265812
1200,2022-01-04,MSFT,97,6,-0.0485340206
1201,2022-01-05,MSFT,141,5,-0.0133617021
1202,2022-01-06,MSFT,95,8,0.0128336842
1203,2022-01-07,MSFT,76,9,-0.0394776316
1204,2022-01-08,MSFT,8,15,0.162025
1205,2022-01-09,MSFT,21,11,-0.0254
1206,2022-01-10,MSFT,78,10,0.0403974359
1207,2022-01-11,MSFT,76,6,0.0171473684
1208,2022-01-12,MSFT,47,13,-0.0574510638
1209,2022-01-13,MSFT,153,6,0.0249385621
1210,2022-01-14,MSFT,70,10,0.0476814286
1211,2022-01-15,MSFT,9,16,0.0629666667
1212,2022-01-16,MSFT,4,40,0.100925
1213,2022-01-17,MSFT,20,13,0.06462
1214,2022-01-18,MSFT,320,4,0.0815409375
1215,2022-01-19,MSFT,137,8,0.0605182482
1216,2022-01-20,MSFT,115,11,0.0674382609
1217,2022-01-21,MSFT,124,8,-0.0639733871
1218,2022-01-22,MSFT,77,3,0.0689441558
1219,2022-01-23,MSFT,46,6,0.001126087
1220,2022-01-24,MSFT,231,5,0.0694904762
1221,2022-01-25,MSFT,1707,1,0.0266557118
1222,2022-01-26,MSFT,433,4,0.1009568129
1223,2022-01-27,MSFT,149,7,0.0070751678
1224,2022-01-28,MSFT,58,10,0.0903327586
1225,2022-01-29,MSFT,7,25,0.2065285714
1226,2022-01-30,MSFT,16,13,0.248575
1227,2022-01-31,MSFT,92,7,-0.0218195652
1228,2022-02-01,MSFT,92,15,-0.0759608696
1229,2022-02-02,MSFT,133,13,0.131987218
1230,2022-02-03,MSFT,139,10,-0.0002553957
1231,2022-02-04,MSFT,51,15,0.0692058824
1232,2022-02-05,MSFT,19,9,-0.0298894737
1233,2022-02-06,MSFT,7,39,0.0448571429
1234,2022-02-07,MSFT,38,19,-0.09585
1235,2022-02-08,MSFT,37,22,0.0527027027
1236,2022-02-09,MSFT,28,30,0.0430857143
1237,2022-02-10,MSFT,39,21,-0.0169769231
1238,2022-02-11,MSFT,49,14,0.044477551
1239,2022-02-12,MSFT,11,14,0.1814545455
1240,2022-02-13,MSFT,2,121,-0.2908
1241,2022-02-14,MSFT,25,18,0.184024
1242,2022-02-15,MSFT,22,22,-0.0427636364
1243,2022-02-16,MSFT,31,24,0.0455290323
1244,2022-02-17,MSFT,35,24,0.0480657143
1245,2022-02-18,MSFT,28,21,0.0623
1246,2022-02-19,MSFT,5,32,-0.15702
1247,2022-02-20,MSFT,4,52,0.135125
1248,2022-02-21,MSFT,18,23,0.0426166667
1249,2022-02-22,MSFT,29,23,0.0115655172
1250,2022-02-23,MSFT,32,25,0.029265625
1251,2022-02-24,MSFT,42,22,0.1300595238
1252,2022-02-25,MSFT,11,42,0.1179363636
1253,2022-02-26,MSFT,5,33,-0.0174
