,ReportDate,TransactionDate,Ticker,Representative,Transaction,Amount,House,Range
289,2019-07-10,2019-06-10,MSFT,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
290,2019-06-24,2019-05-28,MSFT,Chris Coons,Sale,1001.0,Senate,"$1,001 - $15,000"
291,,2019-04-26,MSFT,Dianne Feinstein,Sale,100001.0,Senate,"$100,001-$250,000"
292,2019-04-09,2019-03-25,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
293,2019-04-17,2019-03-11,MSFT,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
294,2019-03-18,2019-02-28,MSFT,John F. Reed,Sale,1001.0,Senate,"$1,001 - $15,000"
295,2019-03-06,2019-02-25,MSFT,David Perdue,Sale,15001.0,Senate,"$15,001 - $50,000"
296,2019-12-20,2019-01-29,MSFT,James M. Inhofe,Sale,15001.0,Senate,"$15,001 - $50,000"
297,2019-02-25,2019-01-29,MSFT,James M. Inhofe,Sale,15001.0,Senate,"$15,001 - $50,000"
298,2019-08-07,2018-12-07,MSFT,Bill Cassidy,Sale,1001.0,Senate,"$1,001 - $15,000"
299,2019-05-15,2018-12-06,MSFT,Jerry Moran,Purchase,1001.0,Senate,"$1,001 - $15,000"
300,2019-05-15,2018-12-06,MSFT,Jerry Moran,Purchase,1001.0,Senate,"$1,001 - $15,000"
301,2018-05-14,2018-05-03,MSFT,James M. Inhofe,Sale,15001.0,Senate,"$15,001 - $50,000"
302,2018-05-14,2018-04-24,MSFT,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
303,2019-05-09,2018-04-24,MSFT,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
304,2018-05-15,2018-04-23,MSFT,Bill Cassidy,Sale,1001.0,Senate,"$1,001 - $15,000"
305,2019-05-09,2018-04-05,MSFT,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
306,2018-05-14,2018-04-05,MSFT,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
307,,2018-03-22,MSFT,Dianne Feinstein,Purchase,250001.0,Senate,"$250,001-$500,000"
308,2018-02-26,2018-02-09,MSFT,James M. Inhofe,Purchase,15001.0,Senate,"$15,001 - $50,000"
309,2019-05-09,2018-01-04,MSFT,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
310,2019-05-09,2018-01-04,MSFT,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
311,2018-02-10,2018-01-04,MSFT,Shelley Moore Capito,Sale,1001.0,Senate,"$1,001 - $15,000"
312,2017-11-02,2017-10-27,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
313,2017-10-16,2017-09-05,MSFT,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
314,2017-08-07,2017-07-20,MSFT,James M. Inhofe,Purchase,50001.0,Senate,"$50,001 - $100,000"
315,2017-06-22,2017-06-15,MSFT,Patty Murray,Sale,1001.0,Senate,"$1,001 - $15,000"
316,2017-03-21,2017-03-16,MSFT,Patty Murray,Purchase,1001.0,Senate,"$1,001 - $15,000"
317,2016-07-27,2016-07-25,MSFT,John F. Reed,Sale,1001.0,Senate,"$1,001 - $15,000"
318,2016-05-04,2016-04-19,MSFT,Shelley Moore Capito,Purchase,1001.0,Senate,"$1,001 - $15,000"
319,2017-12-06,2016-03-31,MSFT,Bill Cassidy,Purchase,1001.0,Senate,"$1,001 - $15,000"
320,2016-05-02,2016-03-31,MSFT,Bill Cassidy,Purchase,1001.0,Senate,"$1,001 - $15,000"
321,2018-05-04,2016-02-12,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
322,2018-05-04,2016-02-12,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
323,2017-08-07,2016-02-12,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
324,2017-08-07,2016-02-12,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
325,2016-03-01,2016-02-12,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
326,2016-03-01,2016-02-12,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
327,2016-03-01,2016-02-11,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
328,2018-05-04,2016-02-11,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
329,2017-08-07,2016-02-11,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
330,2017-08-07,2016-02-11,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
331,2018-05-04,2016-02-11,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
332,2016-03-01,2016-02-11,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
333,2017-08-07,2016-02-10,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
334,2017-08-07,2016-02-10,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
335,2016-03-01,2016-02-10,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
336,2016-03-01,2016-02-10,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
337,2018-05-04,2016-02-10,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
338,2018-05-04,2016-02-10,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
339,2017-08-07,2016-02-09,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
340,2018-05-04,2016-02-09,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
341,2016-03-01,2016-02-09,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
342,2018-05-04,2016-02-03,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
343,2016-03-01,2016-02-03,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
344,2017-08-07,2016-02-03,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
345,2018-05-04,2016-01-27,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
346,2016-02-02,2016-01-27,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
347,2018-05-04,2016-01-27,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
348,2016-02-02,2016-01-27,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
349,2018-05-04,2016-01-22,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
350,2016-02-02,2016-01-22,MSFT,David Perdue,Sale,1001.0,Senate,"$1,001 - $15,000"
351,2016-08-11,2016-01-06,MSFT,Sheldon Whitehouse,Purchase,1001.0,Senate,"$1,001 - $15,000"
352,2016-01-20,2016-01-06,MSFT,Sheldon Whitehouse,Purchase,1001.0,Senate,"$1,001 - $15,000"
