,Date,Ticker,OTC_Short,OTC_Total,DPI
51,2022-07-29,MSFT,4743421,10911006,0.4347372735
52,2022-07-28,MSFT,5741386,13580709,0.4227604023
53,2022-07-27,MSFT,6908489,17833058,0.3873978877
54,2022-07-26,MSFT,4345937,12600511,0.3449016472
55,2022-07-25,MSFT,2484378,6795503,0.3655914801
56,2022-07-22,MSFT,3294953,7145752,0.4611065427
57,2022-07-21,MSFT,4060682,7820316,0.5192478156
58,2022-07-20,MSFT,4134662,7534897,0.5487350391
59,2022-07-19,MSFT,2631316,7105739,0.3703085633
60,2022-07-18,MSFT,2359323,7525721,0.3135012579
61,2022-07-15,MSFT,4157913,9019841,0.4609740903
62,2022-07-14,MSFT,5288070,8784196,0.6019981795
63,2022-07-13,MSFT,4595892,9530330,0.4822384954
64,2022-07-12,MSFT,6168158,13720464,0.4495589945
65,2022-07-11,MSFT,3536257,6018556,0.5875590424
66,2022-07-07,MSFT,3473459,6471291,0.5367490042
67,2022-07-06,MSFT,3773019,7464523,0.5054601614
68,2022-07-05,MSFT,3663730,6646785,0.5512033261
69,2022-07-01,MSFT,3466655,6242218,0.5553562852
70,2022-06-30,MSFT,4174290,7595707,0.5495591128
71,2022-06-29,MSFT,3590335,6578691,0.5457521869
72,2022-06-27,MSFT,3604219,6737333,0.5349622766
73,2022-06-24,MSFT,2868409,7998296,0.3586275127
74,2022-06-23,MSFT,2277761,7628859,0.2985716475
75,2022-06-22,MSFT,2534964,7222562,0.3509785032
76,2022-06-17,MSFT,2641405,8080771,0.3268753687
77,2022-06-16,MSFT,2825110,8780101,0.3217628134
78,2022-06-14,MSFT,2382153,8526695,0.2793758895
79,2022-06-10,MSFT,4576643,8502661,0.5382600812
80,2022-06-09,MSFT,3925787,6956534,0.5643308866
81,2022-06-08,MSFT,2888728,5491324,0.5260530976
82,2022-06-07,MSFT,3365621,6115021,0.550385845
83,2022-06-06,MSFT,3687252,6945581,0.5308774025
84,2022-06-03,MSFT,3881888,7423423,0.5229242628
85,2022-06-02,MSFT,9601209,17410604,0.5514575485
86,2022-05-27,MSFT,4517322,7840008,0.5761884427
87,2022-05-26,MSFT,3649686,8135068,0.4486362007
88,2022-05-24,MSFT,6453949,11349271,0.5686663928
89,2022-05-23,MSFT,4314978,11563277,0.37316221
90,2022-05-20,MSFT,4577316,12267008,0.3731403778
91,2022-05-19,MSFT,3575918,12123668,0.2949534745
92,2022-05-18,MSFT,4116266,8676119,0.4744363234
93,2022-05-13,MSFT,3476991,11160270,0.3115507958
94,2022-05-12,MSFT,3903111,15025280,0.2597696016
95,2022-05-10,MSFT,5016408,11309444,0.4435592059
96,2022-05-09,MSFT,3844383,12864914,0.298826949
97,2022-05-06,MSFT,3913728,11391787,0.3435569854
98,2022-05-05,MSFT,5481352,11544624,0.4747969271
99,2022-05-04,MSFT,3679078,9649239,0.3812816741
100,2022-05-03,MSFT,3487341,7564456,0.4610167605
101,2022-05-02,MSFT,4289562,10414865,0.4118691889
102,2022-04-29,MSFT,2504700,8312897,0.3013029032
103,2022-04-27,MSFT,9355627,24875910,0.3760918495
104,2022-04-26,MSFT,4622713,12696597,0.3640907087
105,2022-04-25,MSFT,3553901,10564206,0.3364096649
106,2022-04-22,MSFT,2854648,7817234,0.3651736663
107,2022-04-19,MSFT,2111569,6065606,0.3481216881
108,2022-04-18,MSFT,2369531,7397739,0.320304758
109,2022-04-13,MSFT,2431310,6875541,0.3536172644
110,2022-04-11,MSFT,3503904,11791015,0.2971672922
111,2022-04-08,MSFT,2254440,6904792,0.3265036803
112,2022-04-07,MSFT,3211277,9287865,0.3457497498
113,2022-04-05,MSFT,3147534,6718789,0.4684674575
114,2022-03-31,MSFT,3927201,8077636,0.4861819721
115,2022-03-30,MSFT,3587841,7403915,0.4845870057
116,2022-03-29,MSFT,2761478,8281843,0.3334376177
117,2022-03-28,MSFT,2861073,8601170,0.3326376528
118,2022-03-25,MSFT,2649426,7522881,0.352182362
119,2022-03-24,MSFT,2797329,6517241,0.4292198186
120,2022-03-22,MSFT,2700633,7880080,0.3427164445
121,2022-03-21,MSFT,2953603,7336163,0.4026086934
122,2022-03-18,MSFT,5343533,8896935,0.6006038034
123,2022-03-17,MSFT,5110248,8861257,0.5766956088
124,2022-03-16,MSFT,5791004,10985415,0.5271538672
125,2022-03-15,MSFT,4161331,9155246,0.4545296762
126,2022-03-14,MSFT,3887796,7966444,0.4880215062
127,2022-03-11,MSFT,3987403,7087496,0.5625968607
128,2022-03-10,MSFT,5095218,9143109,0.5572741176
129,2022-03-09,MSFT,4972935,9556204,0.5203881165
130,2022-03-08,MSFT,5963781,14836083,0.4019781367
131,2022-03-07,MSFT,3544481,13873371,0.2554880858
132,2022-03-04,MSFT,4701464,9624204,0.4885041921
133,2022-03-03,MSFT,4337706,8610674,0.5037591715
134,2022-03-02,MSFT,4439497,8526244,0.520686131
135,2022-03-01,MSFT,4832976,9092061,0.531560006
136,2022-02-28,MSFT,5478097,9657852,0.5672169132
137,2022-02-25,MSFT,5054964,9622763,0.5253131559
138,2022-02-24,MSFT,6701389,15984071,0.4192542063
139,2022-02-23,MSFT,3601498,9475354,0.380091129
140,2022-02-22,MSFT,3300621,10270707,0.3213625897
141,2022-02-18,MSFT,4356296,10093787,0.4315819226
142,2022-02-17,MSFT,5009945,9837890,0.509249951
143,2022-02-16,MSFT,6460161,10265029,0.6293368484
144,2022-02-15,MSFT,5035859,8417943,0.5982291636
145,2022-02-14,MSFT,5860221,10553808,0.555270761
146,2022-02-11,MSFT,7062623,12635156,0.558966031
147,2022-02-09,MSFT,5139091,9298054,0.5527060824
148,2022-02-08,MSFT,3648960,8537195,0.4274190762
149,2022-02-07,MSFT,3303087,9270309,0.3563081878
150,2022-02-04,MSFT,4946311,9671073,0.5114542099
151,2022-02-03,MSFT,6536062,12444038,0.5252364225
152,2022-02-02,MSFT,6192376,11832028,0.5233571117
153,2022-02-01,MSFT,8410038,14185149,0.5928762539
154,2022-01-31,MSFT,8412659,14674561,0.5732818174
155,2022-01-28,MSFT,9822426,17049593,0.5761091189
156,2022-01-27,MSFT,12151975,19605147,0.6198359543
157,2022-01-26,MSFT,20171259,32800282,0.6149721213
158,2022-01-25,MSFT,12215352,21942639,0.5566947531
159,2022-01-24,MSFT,10838146,27778860,0.3901580554
160,2022-01-21,MSFT,6464527,15504878,0.4169350446
161,2022-01-20,MSFT,5363197,12523090,0.4282646695
162,2022-01-19,MSFT,6414583,15985883,0.401265479
163,2022-01-18,MSFT,4881879,12319898,0.3962596931
164,2022-01-14,MSFT,4861820,13777905,0.3528707739
165,2022-01-13,MSFT,5356740,14739395,0.3634301137
166,2022-01-12,MSFT,4271904,10506870,0.4065819792
167,2022-01-10,MSFT,4373610,12842333,0.3405619524
168,2022-01-07,MSFT,3705565,9719688,0.3812432045
169,2022-01-06,MSFT,3833937,11936279,0.3212003506
170,2022-01-05,MSFT,4377505,11763023,0.3721411579
171,2022-01-04,MSFT,4563575,9430066,0.4839388187
172,2022-01-03,MSFT,4034075,7912735,0.5098205614
173,2021-12-31,MSFT,2045556,4619532,0.4428058946
174,2021-12-30,MSFT,2065818,5066541,0.4077373498
175,2021-12-29,MSFT,2006333,4909742,0.4086432648
176,2021-12-28,MSFT,1974419,4731941,0.4172535118
177,2021-12-27,MSFT,2702622,5833663,0.4632804466
178,2021-12-23,MSFT,2686024,5568539,0.4823570419
179,2021-12-22,MSFT,3473174,7107281,0.4886783005
180,2021-12-21,MSFT,2923394,7237597,0.4039177644
181,2021-12-20,MSFT,1895501,7385256,0.2566601618
182,2021-12-17,MSFT,3037349,9057553,0.3353388051
183,2021-12-16,MSFT,2665721,8745372,0.3048150496
184,2021-12-14,MSFT,4977819,13952908,0.3567585338
185,2021-12-13,MSFT,2099907,6652552,0.3156543534
186,2021-12-10,MSFT,3964842,12457616,0.3182665126
187,2021-12-09,MSFT,1519505,5113025,0.2971831743
188,2021-12-08,MSFT,1995105,6098270,0.3271591779
189,2021-12-06,MSFT,2799667,8145707,0.343698466
190,2021-12-03,MSFT,4341842,11128699,0.3901482105
191,2021-12-02,MSFT,2419578,7000948,0.3456071949
192,2021-12-01,MSFT,4045540,9041692,0.4474317418
193,2021-11-30,MSFT,4041920,9190626,0.4397872354
194,2021-11-29,MSFT,3845415,7371337,0.521671306
195,2021-11-24,MSFT,2215151,4924590,0.4498142993
196,2021-11-22,MSFT,4278329,8703272,0.4915770758
197,2021-11-19,MSFT,2870695,5596787,0.5129183941
198,2021-11-18,MSFT,2307172,7225171,0.319324207
199,2021-11-17,MSFT,2779454,5659961,0.491072995
200,2021-11-16,MSFT,3158091,6620992,0.476981546
201,2021-11-15,MSFT,2545682,5067729,0.5023319124
202,2021-11-12,MSFT,3241197,7854803,0.4126388657
203,2021-11-11,MSFT,2195356,4112593,0.5338130955
204,2021-11-10,MSFT,3190433,7523794,0.4240457673
205,2021-11-09,MSFT,2797302,5313569,0.5264450316
206,2021-11-08,MSFT,2704889,5408249,0.5001413581
207,2021-11-05,MSFT,2893970,7134272,0.4056433509
208,2021-11-04,MSFT,3273496,7031503,0.4655471241
209,2021-11-03,MSFT,3392314,6321509,0.5366304153
210,2021-11-02,MSFT,4644354,8554277,0.5429277074
211,2021-11-01,MSFT,4216427,8466828,0.4979936996
212,2021-10-29,MSFT,5753932,10830486,0.5312718192
213,2021-10-27,MSFT,10596601,20543677,0.515808392
214,2021-10-26,MSFT,2938442,8020581,0.3663627361
215,2021-10-25,MSFT,1883969,5066286,0.3718639256
216,2021-10-22,MSFT,2142616,4571203,0.4687203784
217,2021-10-21,MSFT,2753816,5370875,0.512731352
218,2021-10-20,MSFT,2079876,4874144,0.4267161577
219,2021-10-19,MSFT,2689894,5598138,0.4804979799
220,2021-10-18,MSFT,3140740,7096091,0.4426014266
221,2021-10-15,MSFT,3617104,8074537,0.447964261
222,2021-10-14,MSFT,3424515,7030790,0.4870739988
223,2021-10-13,MSFT,2974057,6285241,0.4731810602
224,2021-10-12,MSFT,2381235,4642862,0.5128808481
225,2021-10-11,MSFT,2375483,5005274,0.4745959961
226,2021-10-08,MSFT,2562765,4744552,0.5401489962
227,2021-10-07,MSFT,3040336,6042071,0.5031943517
228,2021-10-06,MSFT,3115969,7208697,0.4322513486
229,2021-10-05,MSFT,3312462,8280704,0.4000217856
230,2021-10-04,MSFT,3191294,9173731,0.3478730737
231,2021-10-01,MSFT,3035484,7524408,0.4034183154
232,2021-09-30,MSFT,3025541,8676813,0.3486926594
233,2021-09-29,MSFT,2866621,7990012,0.3587755563
234,2021-09-28,MSFT,3929726,11522677,0.3410427976
235,2021-09-27,MSFT,2597765,6949323,0.3738155501
236,2021-09-24,MSFT,1421641,4083332,0.3481570933
237,2021-09-23,MSFT,1733298,5111435,0.339102033
238,2021-09-22,MSFT,2848482,7525320,0.3785197174
239,2021-09-21,MSFT,2898634,7308689,0.3966010867
240,2021-09-20,MSFT,3363240,9798062,0.3432556357
241,2021-09-17,MSFT,3011047,7229907,0.4164710556
242,2021-09-08,MSFT,2310298,4239658,0.5449255577
243,2021-09-07,MSFT,2046238,5363678,0.3814990385
244,2021-09-03,MSFT,1517972,4229712,0.3588830634
245,2021-09-02,MSFT,1496163,4699461,0.318369064
246,2021-09-01,MSFT,1798083,5394741,0.3333029334
247,2021-08-31,MSFT,1745941,6828196,0.2556957943
248,2021-08-30,MSFT,1750095,4826497,0.3626014892
249,2021-08-27,MSFT,2812697,9191880,0.3059980113
250,2021-08-26,MSFT,2527352,5560828,0.4544920289
251,2021-08-25,MSFT,2996663,6585919,0.4550106067
252,2021-08-24,MSFT,2805635,5852179,0.4794171538
253,2021-08-23,MSFT,4410357,7845697,0.5621370542
254,2021-08-20,MSFT,9345703,15944498,0.5861396828
255,2021-08-19,MSFT,5342255,9670298,0.5524395422
256,2021-08-18,MSFT,3407885,6081452,0.5603735753
257,2021-08-17,MSFT,2882850,5306056,0.5433131501
258,2021-08-16,MSFT,3770049,6621127,0.5693968716
259,2021-08-12,MSFT,1627924,4281150,0.3802539037
260,2021-08-11,MSFT,1485217,3737706,0.3973605736
261,2021-08-10,MSFT,1675487,6800803,0.2463660541
262,2021-08-06,MSFT,1663223,3849469,0.4320655654
263,2021-08-05,MSFT,1765735,4125627,0.4279919149
264,2021-08-04,MSFT,1435609,4490447,0.319702916
265,2021-08-03,MSFT,1670953,4962290,0.3367302193
266,2021-08-02,MSFT,1484415,4468405,0.3322024302
267,2021-07-28,MSFT,6717206,12270925,0.5474082842
268,2021-07-27,MSFT,4860095,10815753,0.4493533645
269,2021-07-26,MSFT,3551269,8082445,0.439380534
270,2021-07-23,MSFT,4565739,8342565,0.5472824006
271,2021-07-22,MSFT,4436672,8210337,0.5403763573
272,2021-07-21,MSFT,2766304,4969908,0.5566107059
273,2021-07-20,MSFT,3377388,5830303,0.5792817286
274,2021-07-19,MSFT,4733370,9322326,0.5077455991
275,2021-07-16,MSFT,6062441,9547582,0.6349713467
276,2021-07-15,MSFT,3428717,6715258,0.5105860415
277,2021-07-14,MSFT,4191089,7391604,0.5670067011
278,2021-07-13,MSFT,5375009,8920859,0.6025214612
279,2021-07-12,MSFT,2397409,4434624,0.5406115603
280,2021-07-09,MSFT,3083599,5987771,0.5149827874
281,2021-07-08,MSFT,2795464,5867269,0.4764506281
282,2021-07-07,MSFT,4063018,6911451,0.5878675838
283,2021-07-06,MSFT,4593719,8608005,0.533656637
284,2021-07-02,MSFT,4214458,7492080,0.5625217563
285,2021-07-01,MSFT,2203436,4158528,0.5298596042
286,2021-06-30,MSFT,2461274,4668951,0.5271578134
287,2021-06-29,MSFT,2785925,5574098,0.499798353
288,2021-06-28,MSFT,2529632,5329865,0.4746146478
289,2021-06-25,MSFT,4003078,6744058,0.593571111
290,2021-06-24,MSFT,3396601,6187037,0.5489866959
291,2021-06-23,MSFT,3649396,6093245,0.598924875
292,2021-06-21,MSFT,4043053,7192431,0.5621260739
293,2021-06-18,MSFT,4802821,7573574,0.6341551558
294,2021-06-15,MSFT,2463339,4881366,0.5046413238
295,2021-06-14,MSFT,2391740,4478096,0.5340975272
296,2021-06-11,MSFT,2686011,5503288,0.4880738569
297,2021-06-10,MSFT,3887844,7915164,0.4911893171
298,2021-06-09,MSFT,2604003,5068153,0.5137972354
299,2021-06-08,MSFT,3100319,6290485,0.4928584998
300,2021-06-07,MSFT,2129815,6263240,0.340050038
301,2021-06-04,MSFT,5067409,7643061,0.6630077923
302,2021-06-03,MSFT,2774757,8938521,0.3104268592
303,2021-06-02,MSFT,1946836,5900313,0.329954699
304,2021-06-01,MSFT,1611613,8443114,0.1908789814
305,2021-05-28,MSFT,1925956,4470939,0.4307721488
306,2021-05-27,MSFT,2354422,4591120,0.5128208367
307,2021-05-26,MSFT,2110237,4083638,0.5167541785
308,2021-05-25,MSFT,2383024,4789570,0.497544456
309,2021-05-24,MSFT,1307741,4246150,0.3079827609
310,2021-05-21,MSFT,2202912,5640523,0.3905510181
311,2021-05-20,MSFT,1638212,5244929,0.3123420736
312,2021-05-19,MSFT,1905860,5612715,0.3395611571
313,2021-05-18,MSFT,1387312,4586017,0.3025091272
314,2021-05-17,MSFT,1980832,6521576,0.3037351708
315,2021-05-14,MSFT,1751116,5981952,0.2927332082
316,2021-05-13,MSFT,2349276,7842140,0.2995707804
317,2021-05-12,MSFT,2810232,9828446,0.2859284164
318,2021-05-11,MSFT,2241425,9503119,0.2358620365
319,2021-05-10,MSFT,2056675,6075221,0.3385350097
320,2021-05-07,MSFT,2059657,5576637,0.3693367526
321,2021-05-06,MSFT,2519340,7445920,0.3383517416
322,2021-05-05,MSFT,1950369,7836119,0.2488947654
323,2021-05-04,MSFT,3669132,7887468,0.4651850252
324,2021-05-03,MSFT,3244649,6115571,0.5305553643
325,2021-04-30,MSFT,3487632,9206252,0.3788329931
326,2021-04-29,MSFT,5005755,13847547,0.361490378
327,2021-04-28,MSFT,7542568,16727723,0.4509022537
328,2021-04-27,MSFT,4416639,8226335,0.5368902433
329,2021-04-26,MSFT,3191974,5563320,0.5737534422
330,2021-04-23,MSFT,1921812,4925274,0.3901939263
331,2021-04-21,MSFT,3845343,6664150,0.5770192748
332,2021-04-20,MSFT,2309591,5644468,0.4091778003
333,2021-04-19,MSFT,2715348,5577574,0.4868331644
334,2021-04-16,MSFT,3584852,6541383,0.5480266176
335,2021-04-15,MSFT,2842795,6607886,0.4302124764
336,2021-04-14,MSFT,1751642,5587483,0.3134939292
337,2021-04-13,MSFT,2727992,7369789,0.3701587657
338,2021-04-12,MSFT,2850689,7991833,0.3567002714
339,2021-04-09,MSFT,2497626,7034812,0.3550380593
340,2021-04-08,MSFT,2833759,7655753,0.3701476524
341,2021-04-07,MSFT,2477003,7269817,0.3407242576
342,2021-04-06,MSFT,2405768,6862227,0.3505812326
343,2021-04-05,MSFT,4216260,12453062,0.338572152
344,2021-04-01,MSFT,2862803,9461071,0.3025876246
345,2021-03-31,MSFT,3851245,11279697,0.3414316005
346,2021-03-30,MSFT,1789974,5518245,0.3243737819
347,2021-03-29,MSFT,1249025,4561678,0.2738082346
348,2021-03-26,MSFT,1617503,4846121,0.3337727226
349,2021-03-25,MSFT,2605627,6982143,0.373184422
350,2021-03-24,MSFT,2863266,5393317,0.5308914718
351,2021-03-23,MSFT,5298084,9632353,0.5500300913
352,2021-03-22,MSFT,3189641,6472092,0.4928299845
353,2021-03-19,MSFT,2756544,5361961,0.514092512
354,2021-03-18,MSFT,3943943,7656005,0.5151437336
355,2021-03-17,MSFT,3306093,6355054,0.5202305126
356,2021-03-15,MSFT,2770958,5644685,0.4908968348
357,2021-03-12,MSFT,2166290,4225529,0.5126671714
358,2021-03-11,MSFT,2847775,5754328,0.4948927138
359,2021-03-10,MSFT,3114775,6282238,0.4958065899
360,2021-03-09,MSFT,3572441,7454994,0.4792010564
361,2021-03-09,MSFT,3572441,7454994,0.4792010564
362,2021-03-08,MSFT,3273576,7086335,0.4619561452
363,2021-03-08,MSFT,3273576,7086335,0.4619561452
364,2021-03-05,MSFT,3943736,8387270,0.4702049654
365,2021-03-04,MSFT,4537242,9556299,0.4747907113
366,2021-03-03,MSFT,3405080,7221817,0.4714990701
367,2021-03-02,MSFT,2274040,4833815,0.4704441523
368,2021-03-01,MSFT,2470693,5704728,0.4330956708
369,2021-02-26,MSFT,1844874,8188210,0.2253085839
370,2021-02-25,MSFT,3487440,8326795,0.4188214073
371,2021-02-24,MSFT,2839412,6168227,0.4603287136
372,2021-02-23,MSFT,3610076,7570802,0.4768419515
373,2021-02-22,MSFT,4114846,9511474,0.4326191713
374,2021-02-19,MSFT,2682117,6646335,0.4035482713
375,2021-02-18,MSFT,2089148,4497099,0.464554594
376,2021-02-17,MSFT,2174332,8306264,0.2617701532
377,2021-02-16,MSFT,1995600,6011887,0.3319423668
378,2021-02-12,MSFT,1976936,4279255,0.4619813496
379,2021-02-11,MSFT,2148543,4376080,0.4909743423
380,2021-02-10,MSFT,2785378,6296187,0.4423912441
381,2021-02-09,MSFT,2953767,10467335,0.2821890195
382,2021-02-08,MSFT,1619633,5443650,0.2975270269
383,2021-02-05,MSFT,1749480,5877059,0.2976795026
384,2021-02-04,MSFT,1919697,7430353,0.2583587886
385,2021-02-03,MSFT,2710725,8234781,0.3291799745
386,2021-02-02,MSFT,1993478,7865297,0.253452349
387,2021-02-01,MSFT,4698798,11102122,0.423234225
388,2021-01-29,MSFT,3306757,11729040,0.2819290411
389,2021-01-28,MSFT,4716509,13642870,0.3457123758
390,2021-01-27,MSFT,6271364,24341043,0.2576456564
391,2021-01-26,MSFT,6006373,17249966,0.3481962225
392,2021-01-25,MSFT,3957805,11432609,0.3461856344
393,2021-01-22,MSFT,3128056,10525592,0.2971857545
394,2021-01-21,MSFT,3038546,9144264,0.3322898377
395,2021-01-20,MSFT,4016721,12809456,0.3135746748
396,2021-01-19,MSFT,2779217,8570413,0.3242804052
397,2021-01-15,MSFT,2679278,7437917,0.3602188624
398,2021-01-14,MSFT,2410463,7833389,0.3077164941
399,2021-01-13,MSFT,1594163,6059753,0.263073924
400,2021-01-12,MSFT,3722096,8226958,0.4524267658
401,2021-01-11,MSFT,2499759,5574047,0.4484639258
402,2021-01-08,MSFT,1944168,6623222,0.2935380997
403,2021-01-07,MSFT,2361207,7587547,0.311195041
404,2021-01-06,MSFT,2966836,10194715,0.2910170613
405,2021-01-05,MSFT,2068058,6922726,0.2987346314
406,2021-01-04,MSFT,2842910,10985592,0.2587853254
407,2020-12-31,MSFT,3220175,6562463,0.4906960999
408,2020-12-30,MSFT,3344022,6638037,0.5037667009
409,2020-12-29,MSFT,2166140,6499063,0.3333003542
410,2020-12-28,MSFT,2045230,6820302,0.2998738179
411,2020-12-24,MSFT,1307774,4085742,0.3200823743
412,2020-12-23,MSFT,2412092,6436825,0.3747331953
413,2020-12-22,MSFT,2696608,8370065,0.3221728864
414,2020-12-21,MSFT,4495051,13433951,0.334603796
415,2020-12-18,MSFT,4946153,9538242,0.5185602336
416,2020-12-17,MSFT,5361255,11167682,0.4800687376
417,2020-12-16,MSFT,5994425,11408800,0.5254211661
418,2020-12-15,MSFT,3897485,8297519,0.4697169118
419,2020-12-14,MSFT,4228515,8798089,0.4806174386
420,2020-12-11,MSFT,6623975,11602184,0.5709248362
421,2020-12-10,MSFT,3750370,8540440,0.4391307708
422,2020-12-09,MSFT,4536960,8864270,0.5118255649
423,2020-12-08,MSFT,3688961,7470324,0.4938153954
424,2020-12-07,MSFT,3836742,7614387,0.5038806144
425,2020-12-04,MSFT,2996313,7775801,0.3853381793
426,2020-12-03,MSFT,2373808,8265553,0.2871928835
427,2020-12-02,MSFT,1995007,7899717,0.2525415784
428,2020-12-01,MSFT,2630348,10828368,0.2429126901
429,2020-11-30,MSFT,3736035,10498123,0.3558764743
430,2020-11-27,MSFT,1937955,5525870,0.3507058617
431,2020-11-25,MSFT,2149700,6961799,0.3087851287
432,2020-11-24,MSFT,2663872,13405126,0.1987203999
433,2020-11-23,MSFT,2394776,7824203,0.3060728358
434,2020-11-20,MSFT,1585112,5560881,0.2850469197
435,2020-11-19,MSFT,2191704,7481219,0.2929608129
436,2020-11-18,MSFT,2618910,9207259,0.2844397013
437,2020-11-17,MSFT,2593664,7762746,0.334116819
438,2020-11-16,MSFT,2060459,6648847,0.3098971897
439,2020-11-13,MSFT,1677375,5594234,0.2998399781
440,2020-11-12,MSFT,2164412,6741210,0.3210717364
441,2020-11-11,MSFT,2726150,11968664,0.2277739604
442,2020-11-10,MSFT,3845116,12792055,0.3005862623
443,2020-11-09,MSFT,2144095,10333413,0.2074914648
444,2020-11-06,MSFT,2786122,8348518,0.3337265369
445,2020-11-05,MSFT,3852850,10483592,0.3675123946
446,2020-11-04,MSFT,2897528,11605469,0.2496691861
447,2020-11-03,MSFT,2208018,7867420,0.2806533781
448,2020-11-02,MSFT,2855089,8882100,0.3214430146
449,2020-10-30,MSFT,4104973,10498557,0.3910035446
450,2020-10-29,MSFT,3901030,10484893,0.3720619753
451,2020-10-28,MSFT,7260861,18381478,0.3950096396
452,2020-10-27,MSFT,4382489,12347830,0.3549197713
453,2020-10-26,MSFT,4427445,13359440,0.3314094752
454,2020-10-23,MSFT,1914757,5801730,0.3300320766
455,2020-10-22,MSFT,2434860,7809546,0.3117799677
456,2020-10-21,MSFT,2153115,6628673,0.3248184063
457,2020-10-20,MSFT,2373493,7102597,0.3341725569
458,2020-10-19,MSFT,2799923,8313801,0.3367801322
459,2020-10-16,MSFT,2611076,7495520,0.3483515487
460,2020-10-15,MSFT,2525947,7044580,0.3585660181
461,2020-10-14,MSFT,2740915,8086581,0.3389460886
462,2020-10-13,MSFT,3009547,8711758,0.3454580579
463,2020-10-12,MSFT,3462534,12721589,0.2721777916
464,2020-10-09,MSFT,2841045,8629267,0.3292336417
465,2020-10-08,MSFT,1914695,6562023,0.2917842562
466,2020-10-07,MSFT,2422556,7186512,0.3370976073
467,2020-10-06,MSFT,2993877,8933028,0.3351469401
468,2020-10-05,MSFT,2168741,7064704,0.3069825714
469,2020-10-02,MSFT,3455018,9582399,0.3605587703
470,2020-10-01,MSFT,2312822,7156692,0.3231691402
471,2020-09-30,MSFT,3235276,9904238,0.3266557205
472,2020-09-29,MSFT,2272217,7745987,0.2933411843
473,2020-09-28,MSFT,2842854,10018161,0.2837700452
474,2020-09-25,MSFT,3352625,9173772,0.3654576329
475,2020-09-24,MSFT,4104797,11307603,0.3630121256
476,2020-09-23,MSFT,3587895,9436284,0.3802232955
477,2020-09-22,MSFT,3936256,10829475,0.3634761611
478,2020-09-21,MSFT,4063362,12380139,0.3282161856
479,2020-09-18,MSFT,4689868,13241227,0.3541868137
480,2020-09-17,MSFT,4149572,10356586,0.4006698733
481,2020-09-16,MSFT,3062420,8262152,0.3706564585
482,2020-09-15,MSFT,2598830,7505167,0.3462721083
