,Date,Ticker,Client,Amount,Issue,Specific_Issue
274,2020-04-20,MSFT,MICROSOFT CORPORATION,50000.0,"Telecommunications 
 Communications/Broadcasting/Radio/TV 
 Taxation/Internal Revenue Code 
 Homeland Security 
 Budget/Appropriations","Warrant issues, general technology issues, arti&#239;&#172;�cial intelligence issues, TV White Spaces, Cloud Act. Facial recognition issues. COVID-19 relief; CARES Act (P.L. 116-136); Families First Coronavirus Act (P.L. 116-127); Coronavirus Preparedness and Response Supplemental Appropriations Act (P.L. 116-123). Privacy Issues. Broadband mapping. 
 Broadband Issues. 
 Tax reform. CARES Act (P.L. 116-136); Families First Coronavirus Response Act (P.L. 116-127); Coronavirus Preparedness and Response Supplemental Appropriations Act (P.L. 116-123). 
 Cyber issues. Immigration Issues. 
 Tech funding and privacy issues. Computer science education issues. COVID-19 relief; CARES Act (P.L. 116-136); Families First Coronavirus Response Act (P.L. 116-127); Coronavirus Preparedness and Response Supplemental Appropriations Act (P.L. 116-123)."
275,2020-04-20,MSFT,MICROSOFT CORPORATION,2394000.0,,
276,2020-04-19,MSFT,MICROSOFT CORPORATION,0.0,,
277,2020-04-18,MSFT,MICROSOFT CORPORATION,50000.0,"Economics/Economic Development 
 Computer Industry","Monitored economic impact of the COVID-19 pandemic to include Congressional and Administration response efforts within H.R.6074, Coronavirus Preparedness and Response Supplemental Appropriations Act, 2020 (P.L.116-123), H.R.6201, Families First Coronavirus Response Act (P.L.116-127), and H.R.748, CARES Act (P.L.116-136). 
 Discussions related to broadband mapping and deployment, Federal Communications Commission (FCC) regulations, technology policy, cybersecurity, and privacy."
278,2020-04-18,MSFT,MICROSOFT,30000.0,"Computer Industry 
 Telecommunications 
 Defense 
 Trade (domestic/foreign) 
 Financial Institutions/Investments/Securities 
 Immigration 
 Taxation/Internal Revenue Code","Support better access to rural broadband/airband via TV whitespaces. Artificial intelligence (AI) and workforce modernization and its impact on the workforce. Facial recognition technology in our modern society. IT modernization within the U.S. government. Education regarding Federal Communications Commission (FCC) broadband mapping coverage issues.  Education on technology that can help keep U.S. elections secure from hackers. Monitor COVID 19 legislation. 
 Support better access to rural broadband/airband via TV whitespaces. Artificial intelligence (AI) and workforce modernization and its impact on the workforce. Facial recognition technology in our modern society. IT modernization within the U.S. government. Education regarding Federal Communications Commission (FCC) broadband mapping coverage issues.  Education on technology that can help keep U.S. elections secure from hackers. H.R. 4998 - Secure and Trusted Communications Networks Act of 2019;  H.R. 4227 - MAPS Act; H.R. 4779 - To extend Undertaking Spam, Spyware, And Fraud Enforcement With Enforcers beyond Borders Act of 2006; Broadband Deployment Accuracy and Technological Availability (Broadband DATA) Act (S 1822). 
 Promoting the use of the Integrated Visual  Augmentation System (IVAS) in the military. 
 Monitor USMCA and tariffs on China. 
 Monitor Systemically Important Market Utilities (SIFIMUs) designation of cloud providers.  IT modernization within the U.S. government. 
 Education regarding deferred Action for Childhood Arrivals and how current policy impacts some Microsoft employees. Education regarding maintaining work authorization for spouses of H-1B holders. Education regarding the importance of high-skilled immigration for U.S. businesses and the economy. HR 1044 ""The Fairness for High-Skilled Immigrants Act"" and related Senate activities. 
 Monitoring potential technical tax correction legislation. Monitoring potential taxpayer protection legislation. Monitoring corporate tax legislation."
279,2020-04-18,MSFT,MICROSOFT CORPORATION,30000.0,"Defense 
 Government Issues","Activities related to information technology; FY21 National Defense Authorization and FY21 Department of Defense Appropriations. 
 Government innovation and IT modernization initiative; Select Committee on the Modernization of Congress."
280,2020-04-17,MSFT,MICROSOFT CORPORATION,90000.0,"Defense 
 Telecommunications 
 Immigration 
 Budget/Appropriations","Defense authorization 
 Privacy, cybersecurity, appropriations, rural broadband; appropriations language regarding information technology, 
 General representation, Immigration 
 General representation, Immigration, Broadband,"
281,2020-04-17,MSFT,MICROSOFT CORP,50000.0,,
282,2020-04-16,MSFT,MICROSOFT CORPORATION,60000.0,"Law Enforcement/Crime/Criminal Justice 
 Consumer Issues/Safety/Products 
 Immigration 
 Computer Industry","Issues related to law enforcement access to data;
issues related to cybercrime;
S. 3398, EARN IT Act of 2020. 
 Issues related to online privacy. 
 Issues related to high-skilled immigration, including, S.386 - Fairness for High-Skilled Immigrants Act of 2019. 
 Issues related to online privacy."
283,2020-04-10,MSFT,MICROSOFT CORPORATION,50000.0,"Intelligence 
 Taxation/Internal Revenue Code 
 Telecommunications 
 Immigration 
 Homeland Security","Warrants, Sureveillance, EPCA, Cyber security 
 Tax reform 
 ECPA, CS for All, STEM, TV White spaces, Airband, Rural broadband 
 High Skilled Immigration, Immigration Reform, DACA 
 Cyber Security, Bulk Data collection, Surveillance, ECPA, Lawful Access"
284,2020-04-09,MSFT,MICROSOFT CORPORATION,0.0,"Defense 
 Budget/Appropriations","Working to support defense issues 
 Working to support defense issues"
285,2020-03-11,MSFT,CORNERSTONE GOVERNMENT AFFAIRS OBO MICROSOFT CORPORATION,10000.0,Telecommunications,"Privacy, cybersecurity, rural broadband;"
286,2020-01-21,MSFT,MICROSOFT CORPORATION,60000.0,"Copyright/Patent/Trademark 
 Trade (domestic/foreign) 
 Budget/Appropriations 
 Computer Industry 
 Environment/Superfund 
 Science/Technology","Software piracy, counterfeiting, and protection of Intellectual Property (IP) rights;
Monitor issues related to patent reform. 
 Monitor issues related to trade. 
 Computer Science Education. 
 Issues related to online privacy, cybersecurity, cloud computing and protection of intellectual property rights;
Monitor issues related to Mutual Legal Assistance Treaty process. 
 Issues related to the environment. 
 Science, Technology, Engineering and Mathematics (STEM) issues;
General issues related to the application of artificial intelligence."
287,2020-01-21,MSFT,MICROSOFT CORPORATION,50000.0,"Homeland Security 
 Budget/Appropriations 
 Taxation/Internal Revenue Code 
 Telecommunications","Cyber issues. 
 Tech funding and privacy issues. Computer science education issues. 
 Tax reform. 
 Warrant issues, general technology issues, arti&#239;&#172;�cial intelligence issues, TV White Spaces, Cloud Act. Facial recognition issues"
288,2020-01-21,MSFT,MICROSOFT CORPORATION,60000.0,"Immigration 
 Consumer Issues/Safety/Products 
 Computer Industry 
 Law Enforcement/Crime/Criminal Justice","Issues related to high-skilled immigration, including, S.386 - Fairness for High-Skilled Immigrants Act of 2019. 
 Issues related to online privacy. 
 Issues related to artificial intelligence and facial recognition;
issues related to online privacy. 
 Issues related to law enforcement access to data;
issues related to cybercrime."
289,2020-01-21,MSFT,MICROSOFT CORPORATION,2390000.0,,
290,2020-01-21,MSFT,MICROSOFT CORPORATION,90000.0,"Defense 
 Immigration 
 Telecommunications 
 Budget/Appropriations","Defense authorization 
 General representation, Immigration 
 Privacy, cybersecurity, law enforcement access to data, appropriations, rural broadband; appropriations language regarding information technology, 
 General representation, Immigration, Broadband,"
291,2020-01-21,MSFT,MICROSOFT CORPORATION,30000.0,"Trade (domestic/foreign) 
 Computer Industry 
 Telecommunications 
 Copyright/Patent/Trademark 
 Immigration","Issues relating to trade agreements. 
 Competitiveness in the online advertising and software markets.
Competitiveness and the high tech sector.
Cloud computing issues.
STEM education legislation. 
Issues relating to data breach legislation.
Issues relating to artificial intelligence.
Issues relating to facial recognition technology.
Issues relating election security technology. 
 Cybersecurity legislation.
Privacy oversight issues.
Issues relating to use of TV white space spectrum. 
 Software piracy, counterfeiting, and protection of intellectual property rights.
Patent reform. 
 H1-B Visas.
Issues relating to high-skilled immigration."
292,2020-01-21,MSFT,MICROSOFT CORPORATION,0.0,,
293,2020-01-21,MSFT,MICROSOFT CORPORATION,40000.0,Telecommunications,"Privacy, cybersecurity, on-line terrorism, artificial intelligence, broadband infrastructure adoption and deployment, trade, small business and election security."
294,2020-01-21,MSFT,MICROSOFT CORP,60000.0,,
295,2020-01-21,MSFT,MICROSOFT CORPORATION,40000.0,TAXATION/INTERNAL REVENUE CODE,R&D tax credit; cost-sharing regulations; and other international tax provisions
296,2020-01-21,MSFT,MICROSOFT CORP,50000.0,,
297,2020-01-21,MSFT,MICROSOFT CORPORATION,60000.0,"Education 
 Budget/Appropriations","Computer science education issues, generally

Reauthorization of the Higher Education Act, generally 
 Public Law 116-94, Further Consolidated Appropriations Act, 2020, Division A -- Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2020, Computer science education issues

Computer science education funding issues"
298,2020-01-18,MSFT,MICROSOFT CORPORATION,30000.0,Computer Industry,"Discussions related to broadband mapping and deployment, Federal Communications Commission (FCC) regulations, technology policy, cybersecurity, and privacy."
299,2020-01-18,MSFT,MICROSOFT,30000.0,"Computer Industry 
 Immigration 
 Telecommunications 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Financial Institutions/Investments/Securities","Support better access to rural broadband/airband via TV whitespaces. Artificial intelligence (AI) and workforce modernization and its impact on the workforce. Facial recognition technology in our modern society. IT modernization within the U.S. government. Education regarding Federal Communications Commission (FCC) broadband mapping coverage issues.  Education on technology that can help keep U.S. elections secure from hackers. 
 Education regarding deferred Action for Childhood Arrivals and how current policy impacts some Microsoft employees. Education regarding maintaining work authorization for spouses of H-1B holders. Education regarding the importance of high-skilled immigration for U.S. businesses and the economy. HR 1044 ""The Fairness for High-Skilled Immigrants Act."" 
 Support better access to rural broadband/airband via TV whitespaces. Artificial intelligence (AI) and workforce modernization and its impact on the workforce. Facial recognition technology in our modern society. IT modernization within the U.S. government. Education regarding Federal Communications Commission (FCC) broadband mapping coverage issues.  Education on technology that can help keep U.S. elections secure from hackers. H.R. 4998 - Secure and Trusted Communications Networks Act of 2019;  H.R. 4227 - MAPS Act; H.R. 4779 - To extend Undertaking Spam, Spyware, And Fraud Enforcement With Enforcers beyond Borders Act of 2006; Broadband Deployment Accuracy and Technological Availability (Broadband DATA) Act (S 1822). 
 Monitor USMCA and tariffs on China. 
 Monitoring potential technical tax correction legislation. Monitoring potential taxpayer protection legislation. 
 Monitor Systemically Important Market Utilities (SIFIMUs) designation of cloud providers.  IT modernization within the U.S. government - SEC."
300,2020-01-17,MSFT,MICROSOFT,60000.0,"Telecommunications 
 Immigration 
 Labor Issues/Antitrust/Workplace 
 Consumer Issues/Safety/Products","Competition issues, cross border data issues, the Electronic Communications Privacy Act (no bill number yet); 
 Comprehensive Immigration Reform, Generally. 
 Antitrust issues, generally. 
 Privacy Issues, generally; No specific legislation."
301,2020-01-17,MSFT,MICROSOFT CORPORATION,80000.0,,
302,2020-01-17,MSFT,MICROSOFT CORPORATION,30000.0,Telecommunications,Issues related to TV White Space Spectrum
303,2020-01-17,MSFT,MICROSOFT CORPORATION,0.0,,
304,2020-01-17,MSFT,MICROSOFT CORPORATION,30000.0,"Defense 
 Government Issues","Activities related to information technology;
H.R.2500/S.1790, National Defense Authorization Act for Fiscal Year 2020 (P.L.116-92);
H.R.2968/S.2474, Department of Defense Appropriations Act, 2020; H.R.2740, the FY2020 Consolidated measure; H.R.1158, Consolidated Appropriations Act, 2020 (P.L.116-93). 
 Government innovation and IT modernization initiative; Select Committee on the Modernization of Congress."
305,2020-01-17,MSFT,MICROSOFT,30000.0,,
306,2020-01-16,MSFT,MICROSOFT CORPORATION,30000.0,,
307,2020-01-14,MSFT,MICROSOFT,20000.0,"Telecommunications 
 Homeland Security 
 Trade (domestic/foreign)","Issues related to telecom, cloud computing and artificial intelligence 
 Issues related to cybersecurity, including election security 
 Issues related to international trade including USMCA trilateral agreement."
308,2020-01-13,MSFT,MICROSOFT CORPORATION,60000.0,Veterans,Business process reform.
309,2020-01-09,MSFT,MICROSOFT CORPORATION,50000.0,"Homeland Security 
 Immigration 
 Telecommunications 
 Intelligence 
 Taxation/Internal Revenue Code","Cyber Security, Bulk Data collection, Surveillance, ECPA, Lawful Access 
 High Skilled Immigration, Immigration Reform, DACA 
 ECPA, CS for All, STEM, TV White spaces, Airband, Rural broadband 
 Warrants, Sureveillance, EPCA, Cyber security 
 Tax reform"
310,2019-10-29,MSFT,CORNERSTONE GOVERNMENT AFFAIRS OBO MICROSOFT CORPORATION,10000.0,Telecommunications,"Privacy, cybersecurity, rural broadband;"
311,2019-10-21,MSFT,MICROSOFT CORPORATION,80000.0,"Intelligence 
 Homeland Security 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Trade (domestic/foreign) 
 Computer Industry 
 Immigration 
 Labor Issues/Antitrust/Workplace 
 Law Enforcement/Crime/Criminal Justice","International law enforcement access to data issues; Surveillance and encryption issues; Issues related to export controls 
 Cybersecurity and surveillance; International cyber norms; Facial recognition issues 
 Intellectual Property issues 
 H.R. 1957 - Taxpayers First Act; issues related to digital services tax 
 International law enforcement access to data issues; Surveillance and encryption issues; Issues related to export controls 
 Government innovation; Innovation in the technology sector; Government acquisition issues 
 HR 392/S 281 Fairness in High Skilled Immigration Act; Issues related to immigration 
 Workforce development issues 
 Law enforcement access to data; Facial recognition issues"
312,2019-10-21,MSFT,MICROSOFT,30000.0,"Taxation/Internal Revenue Code 
 Banking","Implementation of tax reform, international digital tax 
 Issues rated to data privacy, digital currency,"
313,2019-10-21,MSFT,MICROSOFT CORPORATION,40000.0,Telecommunications,"Privacy, cybersecurity, on-line terrorism, artificial intelligence, broadband infrastructure adoption and deployment, trade, small business and election security."
314,2019-10-21,MSFT,MICROSOFT CORPORATION,0.0,,
315,2019-10-21,MSFT,MICROSOFT CORPORATION,2250000.0,"Computer Industry 
 Education 
 Consumer Issues/Safety/Products 
 Environment/Superfund 
 Copyright/Patent/Trademark 
 Telecommunications 
 Trade (domestic/foreign) 
 Immigration 
 Labor Issues/Antitrust/Workplace 
 Science/Technology 
 Taxation/Internal Revenue Code","Licensing, competition, trade, and government procurement in the software industry.
Health IT procurement; health reform and related IT issues.
Private sector preparedness; cyber research and development.
Standards and interoperability.
Competitiveness and high-tech sector.
Policy issues in cloud computing.
Open government, government IT modernization, open data, and technology choice.
Supply chain security efforts within US government.
Cybersecurity policies, legislation, protecting critical infrastructure, and International Cybersecurity norms.
Legislative proposals related to government surveillance and a data collection, including issues of transparency and FISA reform.
Commerce, Justice, and Science Appropriations.
Trade and trade agreements.
Issues related to the EU US Privacy Shield agreement.
Expanding access to K-12 computer science education.
Issues related to the Privacy and Civil Liberty Review Board.
Issues related to proposed changes to electronic communications transactional records (ECTRs).
Issues related to Artificial Intelligence (AI).
Data breach legislation.
Shared Services of agencies' internal business support.
Smart Spaces/Smart Infrastructure.
Financial Services and General Government Appropriations Act.
S. 847, Commercial Facial Recognition Privacy Act of 2019.
Information Transparency and Personal Data Control Act.
Issues Related to Privacy.
Issues related to the commercial and government use of facial recognition.
S. 1084, DETOUR Act.
H.R. 3941, FedRAMP Authorization Act. 
 Public Law 114-95, Every Student Succeeds Act.
Promoting excellence in technology, education, standards, and science.
Promoting excellence in education through K-12 reforms.
Student Privacy Issues, STEM for youth, and Youth Spark.
Expanding access to K-12 computer science education. 
 Child online safety and gaming issues.
Online privacy.
Intermediary liability.
Issues related to privacy and education. 
 Energy Efficiency.
Climate change policies.
Renewable and advanced energy policies. 
Grid reliability and resilience issues.
Carbon Pricing. 
 Software copyright and related issues.
Copyright Office modernization.
S. 1273, H.R, 2426, Copyright Alternatives in Small Claims Enforcement, CASE Act.
Software patents and related policy.
Subject matter eligibility under patent law.
Intellectual property and related intermediary liability provisions in trade agreements. 
 Unlicensed broadband spectrum below 700 MHz/TV White Spaces.
Mid-Band Spectrum (6GHz).
Rural Broadband.
Broadband Mapping.
Broadband Funding.
Robocalling.
S. 151 TRACED Act.
C-Band Spectrum.
H.R. 946, Stopping Bad Robocalls Act.
S. 1522, Broadband Data Improvement Act of 2019.
S. 1822, Broadband DATA Act.
H.R. 3162, Broadband Data Improvement Act of 2019.
S. 1167, Digital Equity of 2019.
H.R. 2741, Leading Infrastructure for Tomorrow's America Act, LIFT America Act.
H.R. 3351, Financial Services and General Government Appropriations Act 2020.
H.R. 4229, Broadband DATA Act.
H.R. 4227, MAPS Act. 
 US-China Trade Relations.
WTO Digital Trade Discussions.
Asia-Pacific Economic Cooperation (APEC).
NAFTA modernization (USMCA).
Digital trade policies in trade agreements.
Export Controls.
Tariffs. 
 H.R. 1044, Fairness for High -Skilled Immigrants Act of 2019.
S. 386, Fairness for High-Skilled Immigrants Act of 2019.
Deferred Action for Childhood Arrivals (DACA).
High-skilled immigration reforms. 
 Competition Policy. 
 Innovation and competitiveness; science development; technical computing; basic research priorities.
Science, Technology, Engineering, and Mathematics education (STEM) issues. 
 H.R. 4549, American Innovation and Competitiveness Act of 2019
S.604, Mobile Workforce State Income Tax Simplification Act of 2019.
Transfer pricing, treaty, foreign tax credit, international tax, and foreign tax issues."
316,2019-10-21,MSFT,MICROSOFT CORP,110000.0,"Intelligence 
 Homeland Security 
 Labor Issues/Antitrust/Workplace 
 Education 
 Immigration 
 Trade (domestic/foreign) 
 Telecommunications 
 Environment/Superfund","Privacy--intelligence and surveillance. 
 Cyber Security, including protecting elections 
 Workforce development issues 
 Computer science education 
 H.R. 1044, The Fairness for High-Skilled Immigrants Act. 
 Data, surveillance, and encryption issues; Competition policy 
 Broadband connectivity; artificial intelligence; facial recognition technology; robo-calling. 
 Energy efficiency; climate change issues and sustainability"
317,2019-10-21,MSFT,MICROSOFT CORPORATION,50000.0,Taxation/Internal Revenue Code,R&D tax credit; cost-sharing regulations; and other international tax provisions
318,2019-10-21,MSFT,MICROSOFT CORPORATION,0.0,,
319,2019-10-21,MSFT,MICROSOFT CORPORATION,60000.0,"Science/Technology 
 Trade (domestic/foreign) 
 Copyright/Patent/Trademark 
 Budget/Appropriations 
 Computer Industry","Science, Technology, Engineering and Mathematics (STEM) issues;
General issues related to the application of artificial intelligence. 
 Monitor issues related to trade. 
 Software piracy, counterfeiting, and protection of Intellectual Property (IP) rights;
Monitor issues related to patent reform. 
 Computer Science Education. 
 Issues related to online privacy, cybersecurity, cloud computing and protection of intellectual property rights;
Monitor issues related to Mutual Legal Assistance Treaty process."
320,2019-10-21,MSFT,MICROSOFT CORPORATION,60000.0,"Education 
 Budget/Appropriations","Computer science education issues, generally 
 H.R.2740, Departments of Labor, Health and Human Services, and Education Appropriations Act, FY2020, Computer science education issues

Computer science education funding issues"
321,2019-10-21,MSFT,MICROSOFT CORP,50000.0,"Law Enforcement/Crime/Criminal Justice 
 Communications/Broadcasting/Radio/TV 
 Computer Industry 
 Homeland Security 
 Intelligence 
 Trade (domestic/foreign) 
 Immigration","Issues related to transparency; privacy; government surveillance 
 Issues related to internet competition; Internet of Things; data privacy; encryption; data breach; cyber security; telecommunications and broadband 
 Issues related to internet competition; Internet of Things; data privacy; encryption; data breach; cyber security; critical infrastructure; supply chain; artificial intelligence; facial recognition 
 Issues related to cyber security; information sharing; data breach; 
 Issues related to transparency; privacy; government surveillance; 
 Trade policy matters related to USMCA 
 Issues related to H-1B visas"
322,2019-10-21,MSFT,MICROSOFT CORPORATION,30000.0,"Immigration 
 Trade (domestic/foreign) 
 Telecommunications 
 Copyright/Patent/Trademark 
 Computer Industry","H1-B Visas.
Issues relating to high-skilled immigration. 
 Issues relating to trade agreements. 
 Cybersecurity legislation.
Privacy oversight issues.
Issues relating to use of TV white space spectrum. 
 Software piracy, counterfeiting, and protection of intellectual property rights.
Patent reform. 
 Competitiveness in the online advertising and software markets.
Competitiveness and the high tech sector.
Cloud computing issues.
STEM education legislation. 
Issues relating to data breach legislation.
Issues relating to artificial intelligence.
Issues relating to facial recognition technology.
Issues relating election security technology."
323,2019-10-20,MSFT,MICROSOFT CORPORATION,30000.0,Computer Industry,"Discussions related to broadband mapping and deployment, Federal Communications Commission (FCC) regulations, technology policy, cybersecurity, and privacy."
324,2019-10-19,MSFT,MICROSOFT,30000.0,"Computer Industry 
 Immigration 
 Telecommunications 
 Trade (domestic/foreign) 
 Financial Institutions/Investments/Securities 
 Taxation/Internal Revenue Code","Support better access to rural broadband/airband via TV whitespaces. Artificial intelligence (AI) and workforce modernization and its impact on the workforce. Facial recognition technology in our modern society. IT modernization within the U.S. government. Education regarding Federal Communications Commission (FCC) broadband mapping coverage issues.  Education on technology that can help keep U.S. elections secure from hackers. 
 Education regarding deferred Action for Childhood Arrivals and how current policy impacts some Microsoft employees. Education regarding maintaining work authorization for spouses of H-1B holders. Education regarding the importance of high-skilled immigration for U.S. businesses and the economy. HR 1044 ""The Fairness for High-Skilled Immigrants Act."" 
 Support better access to rural broadband/airband via TV whitespaces. Artificial intelligence (AI) and workforce modernization and its impact on the workforce. Facial recognition technology in our modern society. IT modernization within the U.S. government. Education regarding Federal Communications Commission (FCC) broadband mapping coverage issues.  Education on technology that can help keep U.S. elections secure from hackers. 
 Monitor USMCA and tariffs on China. 
 Monitor Systemically Important Market Utilities (SIFIMUs) designation of cloud providers. 
 Monitoring potential technical tax correction legislation. Monitoring potential taxpayer protection legislation."
325,2019-10-18,MSFT,MICROSOFT CORPORATION,30000.0,"Defense 
 Government Issues","Activities related to information technology;
H.R.2500/S.1790, National Defense Authorization Act for Fiscal Year 2020;
H.R.2968/S.2474, Department of Defense Appropriations Act, 2020; H.R.2740, the FY2020 Consolidated measure. 
 Government innovation and IT modernization initiative; Select Committee on the Modernization of Congress."
326,2019-10-18,MSFT,MICROSOFT,20000.0,"Trade (domestic/foreign) 
 Telecommunications 
 Homeland Security","Issues related to international trade including USMCA trilateral agreement. 
 Issues related to telecom and artificial intelligence 
 Issues related to cybersecurity, including election security"
327,2019-10-18,MSFT,MICROSOFT,60000.0,"Labor Issues/Antitrust/Workplace 
 Immigration 
 Consumer Issues/Safety/Products 
 Telecommunications","Antitrust issues, generally. 
 Comprehensive Immigration Reform, Generally. 
 Privacy Issues, generally; No specific legislation. 
 Competition issues, cross border data issues, the Electronic Communications Privacy Act (no bill number yet);"
328,2019-10-18,MSFT,MICROSOFT CORPORATION,30000.0,,
329,2019-10-17,MSFT,MICROSOFT CORPORATION,90000.0,"Defense 
 Telecommunications 
 Budget/Appropriations 
 Immigration","Defense authorization 
 Privacy, cybersecurity, law enforcement access to data, appropriations, rural broadband; appropriations language regarding information technology, 
 General representation, Immigration, Broadband, 
 General representation, Immigration"
330,2019-10-16,MSFT,MICROSOFT CORPORATION,60000.0,"Computer Industry 
 Law Enforcement/Crime/Criminal Justice 
 Consumer Issues/Safety/Products 
 Immigration","Issues related to artificial intelligence and facial recognition;
issues related to online privacy. 
 Issues related to law enforcement access to data. 
 Issues related to online privacy. 
 Issues related to high-skilled immigration, including, S.386 - Fairness for High-Skilled Immigrants Act of 2019."
331,2019-10-16,MSFT,MICROSOFT CORPORATION,20000.0,Telecommunications,Issues related to TV White Space Spectrum
332,2019-10-10,MSFT,MICROSOFT CORPORATION,50000.0,"Homeland Security 
 Taxation/Internal Revenue Code 
 Telecommunications 
 Budget/Appropriations","Cyber issues. Leads Act (H.R. 1429) 
 Tax reform. 
 Warrant issues, general technology issues, artificial intelligence issues, TV White Spaces, Cloud Act. Facial recognition issues. 
 Tech funding and privacy issues. Computer science education issues."
333,2019-10-10,MSFT,MICROSOFT CORPORATION,0.0,"Homeland Security 
 Budget/Appropriations 
 Taxation/Internal Revenue Code 
 Telecommunications","General technology issues including television white spaces, A.I., facial recognition, cyber, and encryption;
tax issues. 
 General technology issues including television white spaces, A.I., facial recognition, cyber, and encryption;
tax issues. 
 General technology issues including television white spaces, A.I., facial recognition, cyber, and encryption;
tax issues. 
 General technology issues including television white spaces, A.I., facial recognition, cyber, and encryption;
tax issues."
334,2019-10-09,MSFT,MICROSOFT CORPORATION,50000.0,"Immigration 
 Telecommunications 
 Homeland Security 
 Intelligence 
 Taxation/Internal Revenue Code","High Skilled Immigration, Immigration Reform, DACA 
 ECPA, CS for All, STEM, TV White spaces, Airband, Rural broadband 
 Cyber Security, Bulk Data collection, Surveillance, ECPA, Lawful Access 
 Warrants, Sureveillance, EPCA, Cyber security 
 Tax reform"
335,2019-10-04,MSFT,MICROSOFT CORPORATION,60000.0,Veterans,Business process reform.
336,2019-08-08,MSFT,CORNERSTONE GOVERNMENT AFFAIRS OBO MICROSOFT CORPORATION,10000.0,Telecommunications,"Privacy, cybersecurity, rural broadband;"
337,2019-07-23,MSFT,MICROSOFT CORPORATION,50000.0,"Budget/Appropriations 
 Telecommunications 
 Taxation/Internal Revenue Code 
 Homeland Security","Tech funding and privacy issues. Computer science education issues. 
 Warrant issues, general technology issues, artificial intelligence issues, TV White Spaces, Cloud Act. Facial recognition issues. 
 Tax reform. 
 Cyber issues. Leads Act (H.R. 1429)"
338,2019-07-22,MSFT,MICROSOFT CORP,50000.0,"Intelligence 
 Homeland Security 
 Labor Issues/Antitrust/Workplace 
 Education 
 Immigration 
 Environment/Superfund 
 Trade (domestic/foreign) 
 Telecommunications","Privacy--intelligence and surveillance. 
 Cyber Security, including protecting elections 
 Workforce development issues 
 Computer science education 
 H.R. 1044, The Fairness for High-Skilled Immigrants Act. 
 Energy efficiency; climate change issues and sustainability 
 Data, surveillance, and encryption issues; Competition policy 
 Broadband connectivity; artificial intelligence; facial recognition technology; robo-calling."
339,2019-07-22,MSFT,MICROSOFT CORPORATION,80000.0,"Law Enforcement/Crime/Criminal Justice 
 Intelligence 
 Homeland Security 
 Labor Issues/Antitrust/Workplace 
 Immigration 
 Copyright/Patent/Trademark 
 Taxation/Internal Revenue Code 
 Trade (domestic/foreign) 
 Computer Industry","Law enforcement access to data; Facial recognition issues 
 International law enforcement access to data issues; Surveillance and encryption issues 
 Cybersecurity and surveillance; International cyber norms; Facial recognition issues 
 Workforce development issues 
 HR 392/S 281 Fairness in High Skilled Immigration Act; Issues related to immigration 
 Intellectual Property issues 
 H.R. 1957 - Taxpayers First Act; issues related to digital services tax 
 International law enforcement access to data issues; Surveillance and encryption issues 
 Government innovation; Innovation in the technology sector; Government acquisition issues"
340,2019-07-22,MSFT,MICROSOFT CORPORATION,0.0,,
341,2019-07-22,MSFT,MICROSOFT CORPORATION,20000.0,Telecommunications,Issues related to TV White Space Spectrum and artificial intelligence
342,2019-07-22,MSFT,MICROSOFT CORPORATION,60000.0,"Law Enforcement/Crime/Criminal Justice 
 Telecommunications 
 Immigration 
 Computer Industry 
 Consumer Issues/Safety/Products","Issues related to law enforcement access to data. 
 Issues related to rural broadband and mapping. 
 S.386 - Fairness for High-Skilled Immigrants Act of 2019 
 Issues related to artificial intelligence and facial recognition;
issues related to online privacy. 
 Issues related to online privacy."
343,2019-07-22,MSFT,MICROSOFT,30000.0,Taxation/Internal Revenue Code,"Implementation of tax reform, HR 1956 IRS Reform"
344,2019-07-22,MSFT,MICROSOFT CORP,50000.0,"Homeland Security 
 Computer Industry 
 Intelligence 
 Law Enforcement/Crime/Criminal Justice 
 Communications/Broadcasting/Radio/TV 
 Trade (domestic/foreign) 
 Taxation/Internal Revenue Code 
 Immigration","Issues related to cyber security; information sharing; data breach; election security 
 Issues related to internet competition; Internet of Things; data privacy; encryption; data breach; cyber security; critical infrastructure; supply chain; artificial intelligence; facial recognition 
 Issues related to transparency; privacy; government surveillance; facial recognition 
 Issues related to transparency; privacy; government surveillance 
 Issues related to internet competition; Internet of Things; data privacy; encryption; data breach; cyber security; telecommunications and broadband 
 Trade policy matters related to USMCA 
 Issues related to IRS reform; tax reform 
 Issues related to H-1B visas"
