,Date,Ticker,Client,Amount,Issue,Specific_Issue
1433,2008-10-20,MSFT,MICROSOFT CORPORATION,70000.0,"Telecommunications 
 Immigration 
 Budget/Appropriations","Online advertising 
 H1-B Visa Program, Workforce Issues. 
 Information technology spending."
1434,2008-10-20,MSFT,MICROSOFT CORPORATION,50000.0,"Communications/Broadcasting/Radio/TV 
 Science/Technology 
 Immigration 
 Health Issues 
 Advertising","Legislation and policy affecting utilization of the television white spaces issues, Wireless Innovation Act of 2007, White Space Act of 2007 
 Legislation and policy affecting utilization of the television white spaces issue, Wireless Innovation Act of 2007, White Spaces Act of 2007, privacy implications and consolidation in the online advertising marketplace, Health I.T. - HR 6357 
 S 1639 Comprehensive Immigration Reform Act of 2007 
 Health I.T. - HR 6357 
 Privacy and competitive implications of consolidation in the online advertising marketplace"
1435,2008-10-20,MSFT,MICROSOFT CORPORATION,30000.0,Labor Issues/Antitrust/Workplace,"Advocated for Microsoft's proposed merger with Yahoo, Inc with House Judiciary and Commerce Committee officials and discussed antitrust and competition issues. Advocated against the proposed deal between Google and Yahoo."
1436,2008-10-20,MSFT,MICROSOFT CORPORATION,90000.0,Immigration,"Congressional oversight of high-skilled immigration reform issues, employment-based visa reform and related issues, including
H.R. 5882, a bill to recapture employment-based immigrant visas lost to bureaucratic delays and to prevent losses of family- and employment-based immigrant visas in the future; and S. 3414, the ""Visa Efficiency and E-Verify Extension Act of 2008"""
1437,2008-10-20,MSFT,MICROSOFT CORP,60000.0,"Immigration 
 Advertising 
 Labor Issues/Antitrust/Workplace 
 Communications/Broadcasting/Radio/TV 
 Computer Industry 
 Homeland Security 
 Science/Technology 
 Trade (domestic/foreign) 
 Health Issues","H.R.1645; H.R.4088; H.R.6039; H.R.5921; H.R.5882
Immigration reform; visa policy; immigration services 
 Internet competition; Internet advertising; Internet privacy; antitrust 
 Internet competition; Internet advertising; Internet privacy; antitrust 
 Internet competition; Internet advertising; Internet privacy; antitrust 
 Internet competition; Internet advertising; Internet privacy; antitrust 
 cyber security; state fusion centers. 
 Internet competition; Internet advertising; Internet privacy; antitrust
H.R. 4986; Defense Authorization Bill 
 Intellectual Property Protection, Market Access, Trade Adjustment Assistance 
 Health IT and issues related to proprietary software; H.R.3162; H.R.6898"
1438,2008-10-20,MSFT,MICROSOFT CORPORATION,40000.0,Computer Industry,Educating Members and staff on competition as it relates to the Internet.
1439,2008-10-19,MSFT,MICROSOFT CORPORATION,80000.0,"Copyright/Patent/Trademark 
 Immigration 
 Computer Industry","H.R. 1908/S. 1145, Patent Reform Act 
 S. 1348, Comprehensive Immigration Reform Act of 2007 
 H.R. 1908/S. 1145, Patent Reform Act
H.R. 275, Global Online Freedom Act
Technology and internet privacy."
1440,2008-10-18,MSFT,MICROSOFT CORPORATION,30000.0,Taxation/Internal Revenue Code,"R&D tax credit (H.R. 3996, H.R. 2138, S. 41); cost-sharing regulations"
1441,2008-10-17,MSFT,MICROSOFT CORPORATION,10000.0,Computer Industry,Competition issues in the technology advertising space
1442,2008-10-17,MSFT,MICROSOFT CORPORATION,0.0,Computer Industry,Competition issues in the technology advertising space
1443,2008-10-17,MSFT,MICROSOFT CORPORATION,0.0,Computer Industry,Competition issues in the technology advertising space
1444,2008-10-17,MSFT,MICROSOFT CORP.,20000.0,Taxation/Internal Revenue Code,H.R. 2138 The Investment in America Act of 2007
1445,2008-10-17,MSFT,MICROSOFT,30000.0,Computer Industry,High Performance Computing Policy and Programs
1446,2008-10-16,MSFT,MICROSOFT CORP,30000.0,Immigration,"S 1348, Comprehensive Immigration Reform Act of 2007, in support of increasing the number of H-1B visas in the US."
1447,2008-10-16,MSFT,MICROSOFT CORPORATION,0.0,Taxation/Internal Revenue Code,"Deferred Compensation legislation (H.R. 7060, the ""Renewable Energy and Job Creation Act of 2008""; H.R. 1424; S. 3125, the ""Energy Independence and Tax Relief Act of 2008"")."
1448,2008-10-16,MSFT,MICROSOFT CORPORATION,60000.0,Computer Industry,Competitive issues surrounding pending mergers.
1449,2008-10-16,MSFT,MICROSOFT CORP,90000.0,"Computer Industry 
 Trade (domestic/foreign)","Online advertising; GOFA legislation 
 International trade issues."
1450,2008-10-16,MSFT,MICROSOFT CORPORATION,60000.0,Taxation/Internal Revenue Code,General corporate and international tax issues
1451,2008-10-15,MSFT,MICROSOFT CORPORATION,0.0,Taxation/Internal Revenue Code,See previous filings.
1452,2008-10-14,MSFT,MICROSOFT CORPORATION,90000.0,Taxation/Internal Revenue Code,"Tax issues of interest to U.S. software industry; the federal research and experimentation tax credit, Section 41 of the Internal Revenue Code; H.R. 2138, Investment in America Act of 2007; H.R. 6049, Renewable Energy and Job Creation Act of 2008;S. 41, Research Competitiveness Act of 2007; S. 2886, Alternative Minimum Tax and Extenders Tax Relief Act; S. 3098,Alternative Minimum Tax and Extenders Relief Act of 2008; and S. 3125, Energy Independence and Tax Relief Act of 2008."
1453,2008-10-14,MSFT,MICROSOFT CORPORATION,90000.0,Taxation/Internal Revenue Code,"Tax issues of interest to the U.S. software industry; the R&D tax credit, Sec. 41 of the IRC; H.R. 2138, Investment in America Act of 2007; H.R. 6049, Renewable Energy and Job Creation Act of 2008; S. 41, Research Competitiveness Act of 2007; S. 2886, Alternative Minimum Tax and Extenders Tax Relief Act of 2008; S. 3098, Alternative Minimum Tax and Extenders Relief Act of 2008; S. 3125, the Energy Independence and Tax Relief Act of 2008; and  H.R.1424, Emergency Economic Stablization Act of 2008."
1454,2008-10-14,MSFT,MICROSOFT,22500.0,Taxation/Internal Revenue Code,R&D Tax Credit
1455,2008-10-13,MSFT,MICROSOFT CORPORATION,18000.0,Immigration,Change of status and green cards
1456,2008-10-13,MSFT,MICROSOFT CORPORATION,30000.0,"Immigration 
 Telecommunications","Immigration Reform HR 5921 to Amend the Immigration and Nationality Act to eliminate the per country level for employment based immigrants and to end the spill over of unused immigrant visa numbers between employment based and family sponsored categories. HR 5882 to recapture employment based immigrant visas lost to bureaucratic delays and to prevent losses of family and employment based immigrant visas in the future. HR 6039 to amend the Immigration and Nationality Act to authorize certain aliens who have earned a master's or higher degree from a US institution of higher education in a field of science, technology, engineering, or mathematics to be admitted for permanent residence. HR 6020 to amend the Immigration and Nationality Act to protect the well being of soldiers and their families, and for other purposes.

Visa Efficiency Act of 2008 Senate version above. 
 Google -Yahoo merger anti competition issues online advertising"
1457,2008-10-13,MSFT,MICROSOFT CORPORATION,0.0,"Telecommunications 
 Immigration","Immigration, online advertising 
 Immigration, online advertising"
1458,2008-10-02,MSFT,MICROSOFT CORPORATION,30000.0,"Telecommunications 
 Immigration 
 Labor Issues/Antitrust/Workplace 
 Science/Technology","Telecommunications Reform 
 Immigration Reform 
 Competitveness Issues 
 Science and Technology issues"
1459,2008-07-29,MSFT,MICROSOFT CORP,340000.0,Computer Industry,Spyware legislation and data security legislation; Proposed privacy legislation; Government procurement; Competition; On-line Advertising; Human Rights.
1460,2008-07-24,MSFT,MICROSOFT CORP,340000.0,Computer Industry,Spyware legislation and data security legislation; Proposed privacy legislation; Government procurement; Competition; On-line Advertising; Human Rights.
1461,2008-07-21,MSFT,MICROSOFT CORPORATION,15000.0,Immigration,HR 5921
1462,2008-07-21,MSFT,MICROSOFT CORPORATION,30000.0,Labor Issues/Antitrust/Workplace,"Advocated for Microsoft's proposed merger with Yahoo, Inc with House Judiciary and Commerce Committee officials and discussed antitrust and competition issues. Advocated against the proposed deal between Google and Yahoo."
1463,2008-07-21,MSFT,MICROSOFT CORPORATION,50000.0,"Health Issues 
 Immigration 
 Communications/Broadcasting/Radio/TV 
 Advertising 
 Science/Technology","Health I.T. - HR 6357 
 S 1639 Comprehensive Immigration Reform Act of 2007 
 Legislation and policy affecting ultilization of the television white spaces issue, Wireless Innovation Act of 2007, White Spaces Act of 2007 
 Privacy implications and consolidation in the online advertising marketplace 
 Legislation and policy affecting ultilization of the television white spaces issue, Wireless Innovation Act of 2007, White Spaces Act of 2007, privacy implications and consolidation in the online advertising marketplace, Health I.T. - HR 6357"
1464,2008-07-21,MSFT,MICROSOFT CORPORATION,40000.0,Computer Industry,Educating Members and staff on competition as it relates to the Internet.
1465,2008-07-21,MSFT,MICROSOFT CORP,50000.0,Computer Industry,Online advertising; GOFA legislation
1466,2008-07-21,MSFT,MICROSOFT CORPORATION,2340000.0,"Science/Technology 
 Computer Industry 
 Education 
 Immigration 
 Consumer Issues/Safety/Products 
 Copyright/Patent/Trademark 
 Telecommunications 
 Taxation/Internal Revenue Code 
 Trade (domestic/foreign) 
 Government Issues","Innovation and competitiveness; science development; technical computing; basic research priorities.
H.R. 2272 (P.L. 110-69), To invest in innovation through research and development, and to improve the competitiveness of the United States.
H.R. 2764, Consolidated Appropriations Act, 2008 (funding for science/STEM). 
 Protection of critical infrastructure and cyber security.
Licensing, competition, and government procurement in the software industry.
HHS IT e-health procurement.
Private sector preparedness; cyber research and development. Standards and interoperability.
H.R. 836, Cyber-Security Enhancement and Consumer Data Protection Act of 2007.
S. 2213, Cyber-Crime Act of 2007.
H.R. 2290, Cyber-Security Enhancement Act of 2007.
H.R. 4175, Privacy and Cybercrime Enforcement Act of 2007.
H.R. 3800, Promoting Health Information Technology Act.
S. 1693, Wired for Health Care Quality Act.
Issues related to possible Microsoft-Yahoo! merger.
H.R. 2272 (P.L. 110-69), To invest in innovation through research and development, and to improve the competitiveness of the United States.
China SED/JCCT.
H.R. 5442, TRUST in Health Information Act of 2008.
S. 334 (H.R. 3163), Healthy Americans Act.
H.R. 2406, To authorize The National Institute of Standards and Technology to increase its efforts in support of the integration of the healthcare information enterprise in the United States.
S. 1814, Health Information Privacy and Security Act.
H.R. 4791 Federal Agency Data Protection Act.
H.R. 5983, DHS CIO bill.
H.R. 275, Global Online Freedom Act of 2007.
H.R. 6357, Protecting Records, Optimizing Treatment, and Easing Communication through Healthcare Technology Act of 2008 (PRO-(TECH)T Act of 2008.
Competition in the online advertising market. 
 H.R. 2272, America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act.
H.R. 2764, Consolidated Appropriations Act, 2008 (funding for science/STEM). 
 H-1B visas, J visas, L-1 visas, and employment based visas, including the visa bulletin issues.
Program Electronic Review Management System (PERM) regulations.
S. 1348, Comprehensive Immigration Reform Act of 2007.
H.R. 2272, America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act. Extension of Optional Practical Training (OPT) program.
H.R. 5882, A bill to recapture employment-based visas previously authorized by Congress but unused because of processing delays.
H.R. 5921, A bill to eliminate per country limitations on employment-based visas.
H.R. 6039, A bill to exempt graduates of U.S. universities with advanced STEM degrees from the annual limit on employment-based visas.
WTO Doha Round (Mode 4).
H.R. 2642, Supplemental Appropriations Act, 2008. 
 Competition in online advertising market.
Child online safety and gaming safety issues related to parental controls and family settings in MSN and Xbox 360.
Online privacy issues.
H.R. 964, Securely Protect Yourself Against Cyber Trespass Spy Act. S. 1965, Protecting Children in the 21st Century Act.
H.R. 3845, Protect Our Children Act.
H.R. 1120, Deleting Online Predators Act.
H.R. 3461, Safeguarding America's Families by Enhancing and Reorganizing New and Efficient Technologies Act.
H.R. 719 (S. 431), Kids Act of 2007.
S. 1738, Combating Child Exploitation Act.
S. 519 (H.R. 876, H.R. 3791), Securing Adolescents From Exploitation Act.
S. 602, Child Safe Viewing Act.
Electronic health records and privacy/security protections related to the HealthVault and Amalga platforms.
H.R. 5990, Video Games Ratings Enforcement Act. 
 H.R. 1908 (S. 1145), Patent Reform Act of 2007 and amendments.
Amendments to section 114 of the Copyright Act (relating to licensing and sound recordings).
Amendments to section 115 of the  Copyright Act (relating to licensing and musical works).
Digital rights management (DTV broadcast flag, audio flag). Software privacy, counterfeiting, and protection of intellectual property rights.
Appropriations related to intellectual property rights enforcement.
S. 2913 (H.R. 5889), Orphan Works Act of 2008.
S. 2317 (H.R. 4279), Intellectual Property Enforcement Act of 2007.
S. 522 (H.R. 3578), Intellectual Property Enforcement Act of 2007.
S. 2500 (H.R. 4789), Performance Rights Act.
H.R. 4279, Prioritizing Resources and Organization for Intellectual Property Act of 2007.
Asia-Pacific Economic Cooperation (APEC), issues related to IP.
S. 1353 (H.R. 2060), Internet Radio Equality Act.
Anti-Counterfeiting Trade Agreement.
S. 1919, A bill to establish trade enforcement priorities for the United States, to strengthen the provisions relating to trade remedies, and for other purposes. 
 Broadband.
VOIP, E911.
VOIP/IP Services.
Universal Service Fund. Intercarrier Compensation issues.
TV White Spaces issue.
S. 428, IP-Enabled Voice Communications and Public Safety Act of 2007.
S. 234, Wireless Innovation Act of 2007.
S. 337, White Spaces Act of 2007.
S. 1492, Broadband Data Improvement Act.
H.R. 1597, Wireless Innovation Act of 2007.
H.R. 3453, 911 Modernization and Public Safety Act of 2007.
Digital Audio Broadcasting issues.
Section 629, Two Way cable issue.
H.R. 3919, Broadband Census of America Act of 2007.
S. Res. 468, A resolution designating April 2008 as ""National 9-1-1 Education Month"". 
 H.R. 2138, Investment in America Act of 2007.
S. 2209, Research Credit Improvement Act of 2007.
S. 1726, Business Activity Tax Simplification Act of 2007.
H.R. 5267, Business Activity Tax Simplification Act of 2008. S. 2380, To amend the Internal Revenue Code of 1986 to modernize the application of the subpart F rules to computer software, to expand the subpart F de minimis rule, and to extend certain expiring provisions.
H.R. 3970, The Tax Reduction and Reform Act of 2007.
IRC Section 409A.
IRC Section 954.
H.R. 3359, The Mobile Workforce State Income Tax Fairness and Simplification Act of 2007.
Proposed Treas. Reg. 1.482-7.
IRC Section 901(l).
Transfer pricing, treaty, international tax, and tax reform issues.
H.R. 3996, The Temporary Tax Relief Act of 2007.
H.R. 5140, Economic Stimulus Act of 2008.
S. 2886, A bill to amend the Internal Revenue Code of 1986 to amend certain expiring provisions.
S. 3125, Energy Independence and Tax Relief Act of 2008.
H.R. 6049, To amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation, to extend certain expiring provisions, to provide individual income tax relief, and for other purposes.
Proposed Protocol To The Income Tax Treaty Between The United States And Canada (services PE, hybrid issues). 
 Special 301.
Passage of Free Trade Agreements (US-Korea, US-Panama, US-Colombia, and US-Peru) and the inclusion of provisions of interest to the high tech industry, including IPR as well as competition and market access issues.
Software piracy, competition, procurement, Internet/human rights, and market access issues in China. Interoperability innovation competitiveness.
Interpretation and application of the WTO Agreement on Trade-Related Aspects of Intellectual Property.
Agenda for further negotiations in Doha Development Round on WTO talks.
European Commission investigation of competition in the software industry.
Korean Fair Trade Commission's investigation of competition in the software industry.
Negotiations regarding Russia's accession to the World Trade Organization (matters related to services, IPR and requirements for passage of Permanent Normal Trade Relations (PNTR)).
Development of an affirmative agenda for the Asia Pacific Economic Conference (APEC) meetings in Australia and Peru in 2008.
Trade and IPR issues with ASEAN countries, in particular Vietnam, Indonesia, Cambodia, and Thailand.
Maintenance of the Information Technology Agreement (ITA) and WTO dispute settlement proceedings.
Trade in services in bilateral and regional agreements.
H.R. 275, Global Online Freedom Act.
China SED/JCCT.
Anti-Counterfeiting Trade Agreement.
Trade Adjustment Assistance. 
 H.R. 3753 (S. 1638), Federal Judicial Salary Restoration Act of 2007."
1467,2008-07-21,MSFT,MICROSOFT CORPORATION,50000.0,"Immigration 
 Consumer Issues/Safety/Products 
 Government Issues 
 Computer Industry","H1B visas, J visas, L-1 visas, and employment based visas, including the visa bulletin issues; Program Electronic Review Management System (PERM) regulations; S.1348, Comprehensive Immigration Reform Act of 2007; HR.2272, America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act Extension of Optional Practical Training (OPT) program.
Reform of security name-check system.
H.R. 5882, A bill to recapture employment-based visas previously authorized by Congress but unused because of processing delays.
H.R. 5921, A bill to eliminate per country limitations on employment-based visas.
H.R. 6039, A bill to exempt graduates of U.S. universities with advanced STEM degrees from the annual limit on employment-based visas. 
 Competition in online advertising market.
Online privacy issues. 
 HR.3753/S.1638, Federal Judicial Salary Restoration Act of 2007. 
 Licensing, competition and government procurement in the software industry; S. 2213, Cyber-Crime Act of 2007; Issues related to possible Microsoft-Yahoo! merger; HR. 2272 (P.L. 110-69), To invest in innovation through research and development, and to improve the competitiveness of the United States."
1468,2008-07-21,MSFT,MICROSOFT CORP,50000.0,Computer Industry,Online advertising; GOFA legislation
1469,2008-07-21,MSFT,MICROSOFT CORP,20000.0,Taxation/Internal Revenue Code,"H.R. 2138: Investment in America Act of 2007
S. 1726: Business Activity Simplification Act of 2007; H.R. 5267: To regulate certain State taxation of interstate commerce"
1470,2008-07-21,MSFT,MICROSOFT CORPORATION,30000.0,Taxation/Internal Revenue Code,"R&D tax credit (H.R. 3996, H.R. 2138, S. 41); cost-sharing regulations"
1471,2008-07-19,MSFT,MICROSOFT CORPORATION,80000.0,"Immigration 
 Copyright/Patent/Trademark 
 Computer Industry","S. 1348, Comprehensive Immigration Reform Act of 2007 
 H.R. 1908/S. 1145, Patent Reform Act 
 H.R. 1908/S. 1145, Patent Reform Act
H.R. 275, Global Online Freedom Act
Technology and internet privacy."
1472,2008-07-19,MSFT,MICROSOFT CORPORATION,60000.0,Computer Industry,Competitive issues surrounding pending mergers.
1473,2008-07-19,MSFT,MICROSOFT CORPORATION INDUSTRY UNIT,40000.0,Defense,"Promote Microsoft capabilities and software solutions for collaboration, information sharing, and document/task management."
1474,2008-07-19,MSFT,MICROSOFT CORPORATION,2300000.0,"Science/Technology 
 Computer Industry 
 Education 
 Immigration 
 Government Issues 
 Consumer Issues/Safety/Products 
 Copyright/Patent/Trademark 
 Telecommunications 
 Taxation/Internal Revenue Code 
 Trade (domestic/foreign)","Innovation and competitiveness; science development; technical computing; basic research priorities.
H.R. 2272 (P.L. 110-69), To invest in innovation through research and development, and to improve the competitiveness of the United States.
H.R. 2764, Consolidated Appropriations Act, 2008 (funding for science/STEM). 
 Protection of critical infrastructure and cyber security.
Licensing, competition, and government procurement in the software industry.
HHS IT e-health procurement.
Private sector preparedness; cyber research and development. Standards and interoperability.
H.R. 836, Cyber-Security Enhancement and Consumer Data Protection Act of 2007.
S. 2213, Cyber-Crime Act of 2007.
H.R. 2290, Cyber-Security Enhancement Act of 2007.
H.R. 4175, Privacy and Cybercrime Enforcement Act of 2007.
H.R. 3800, Promoting Health Information Technology Act.
S. 1693, Wired for Health Care Quality Act.
Issues related to possible Microsoft-Yahoo! merger.
H.R. 2272 (P.L. 110-69), To invest in innovation through research and development, and to improve the competitiveness of the United States.
China SED/JCCT.
H.R. 5442, TRUST in Health Information Act of 2008.
S. 334 (H.R. 3163), Healthy Americans Act.
H.R. 2406, To authorize The National Institute of Standards and Technology to increase its efforts in support of the integration of the healthcare information enterprise in the United States.
S. 1814, Health Information Privacy and Security Act.
H.R. 4791 Federal Agency Data Protection Act.
H.R. 5983, DHS CIO bill.
H.R. 275, Global Online Freedom Act of 2007.
H.R. 6357, Protecting Records, Optimizing Treatment, and Easing Communication through Healthcare Technology Act of 2008 (PRO-(TECH)T Act of 2008.
Competition in the online advertising market. 
 H.R. 2272, America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act.
H.R. 2764, Consolidated Appropriations Act, 2008 (funding for science/STEM). 
 H-1B visas, J visas, L-1 visas, and employment based visas, including the visa bulletin issues.
Program Electronic Review Management System (PERM) regulations.
S. 1348, Comprehensive Immigration Reform Act of 2007.
H.R. 2272, America Creating Opportunities to Meaningfully Promote Excellence in Technology, Education, and Science Act. Extension of Optional Practical Training (OPT) program.
H.R. 5882, A bill to recapture employment-based visas previously authorized by Congress but unused because of processing delays.
H.R. 5921, A bill to eliminate per country limitations on employment-based visas.
H.R. 6039, A bill to exempt graduates of U.S. universities with advanced STEM degrees from the annual limit on employment-based visas.
WTO Doha Round (Mode 4).
H.R. 2642, Supplemental Appropriations Act, 2008. 
 H.R. 3753 (S. 1638), Federal Judicial Salary Restoration Act of 2007. 
 Competition in online advertising market.
Child online safety and gaming safety issues related to parental controls and family settings in MSN and Xbox 360.
Online privacy issues.
H.R. 964, Securely Protect Yourself Against Cyber Trespass Spy Act. S. 1965, Protecting Children in the 21st Century Act.
H.R. 3845, Protect Our Children Act.
H.R. 1120, Deleting Online Predators Act.
H.R. 3461, Safeguarding America's Families by Enhancing and Reorganizing New and Efficient Technologies Act.
H.R. 719 (S. 431), Kids Act of 2007.
S. 1738, Combating Child Exploitation Act.
S. 519 (H.R. 876, H.R. 3791), Securing Adolescents From Exploitation Act.
S. 602, Child Safe Viewing Act.
Electronic health records and privacy/security protections related to the HealthVault and Amalga platforms.
H.R. 5990, Video Games Ratings Enforcement Act. 
 H.R. 1908 (S. 1145), Patent Reform Act of 2007 and amendments.
Amendments to section 114 of the Copyright Act (relating to licensing and sound recordings).
Amendments to section 115 of the  Copyright Act (relating to licensing and musical works).
Digital rights management (DTV broadcast flag, audio flag). Software privacy, counterfeiting, and protection of intellectual property rights.
Appropriations related to intellectual property rights enforcement.
S. 2913 (H.R. 5889), Orphan Works Act of 2008.
S. 2317 (H.R. 4279), Intellectual Property Enforcement Act of 2007.
S. 522 (H.R. 3578), Intellectual Property Enforcement Act of 2007.
S. 2500 (H.R. 4789), Performance Rights Act.
H.R. 4279, Prioritizing Resources and Organization for Intellectual Property Act of 2007.
Asia-Pacific Economic Cooperation (APEC), issues related to IP.
S. 1353 (H.R. 2060), Internet Radio Equality Act.
Anti-Counterfeiting Trade Agreement.
S. 1919, A bill to establish trade enforcement priorities for the United States, to strengthen the provisions relating to trade remedies, and for other purposes. 
 Broadband.
VOIP, E911.
VOIP/IP Services.
Universal Service Fund. Intercarrier Compensation issues.
TV White Spaces issue.
S. 428, IP-Enabled Voice Communications and Public Safety Act of 2007.
S. 234, Wireless Innovation Act of 2007.
S. 337, White Spaces Act of 2007.
S. 1492, Broadband Data Improvement Act.
H.R. 1597, Wireless Innovation Act of 2007.
H.R. 3453, 911 Modernization and Public Safety Act of 2007.
Digital Audio Broadcasting issues.
Section 629, Two Way cable issue.
H.R. 3919, Broadband Census of America Act of 2007.
S. Res. 468, A resolution designating April 2008 as ""National 9-1-1 Education Month"". 
 H.R. 2138, Investment in America Act of 2007.
S. 2209, Research Credit Improvement Act of 2007.
S. 1726, Business Activity Tax Simplification Act of 2007.
H.R. 5267, Business Activity Tax Simplification Act of 2008. S. 2380, To amend the Internal Revenue Code of 1986 to modernize the application of the subpart F rules to computer software, to expand the subpart F de minimis rule, and to extend certain expiring provisions.
H.R. 3970, The Tax Reduction and Reform Act of 2007.
IRC Section 409A.
IRC Section 954.
H.R. 3359, The Mobile Workforce State Income Tax Fairness and Simplification Act of 2007.
Proposed Treas. Reg. 1.482-7.
IRC Section 901(l).
Transfer pricing, treaty, international tax, and tax reform issues.
H.R. 3996, The Temporary Tax Relief Act of 2007.
H.R. 5140, Economic Stimulus Act of 2008.
S. 2886, A bill to amend the Internal Revenue Code of 1986 to amend certain expiring provisions.
S. 3125, Energy Independence and Tax Relief Act of 2008.
H.R. 6049, To amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation, to extend certain expiring provisions, to provide individual income tax relief, and for other purposes.
Proposed Protocol To The Income Tax Treaty Between The United States And Canada (services PE, hybrid issues). 
 Special 301.
Passage of Free Trade Agreements (US-Korea, US-Panama, US-Colombia, and US-Peru) and the inclusion of provisions of interest to the high tech industry, including IPR as well as competition and market access issues.
Software piracy, competition, procurement, Internet/human rights, and market access issues in China. Interoperability innovation competitiveness.
Interpretation and application of the WTO Agreement on Trade-Related Aspects of Intellectual Property.
Agenda for further negotiations in Doha Development Round on WTO talks.
European Commission investigation of competition in the software industry.
Korean Fair Trade Commission's investigation of competition in the software industry.
Negotiations regarding Russia's accession to the World Trade Organization (matters related to services, IPR and requirements for passage of Permanent Normal Trade Relations (PNTR)).
Development of an affirmative agenda for the Asia Pacific Economic Conference (APEC) meetings in Australia and Peru in 2008.
Trade and IPR issues with ASEAN countries, in particular Vietnam, Indonesia, Cambodia, and Thailand.
Maintenance of the Information Technology Agreement (ITA) and WTO dispute settlement proceedings.
Trade in services in bilateral and regional agreements.
H.R. 275, Global Online Freedom Act.
China SED/JCCT.
Anti-Counterfeiting Trade Agreement.
Trade Adjustment Assistance."
1475,2008-07-18,MSFT,MICROSOFT CORPORATION,180000.0,Immigration,"Congressional oversight of high-skilled immigration reform issues, employment-based visa reform and related issues, including H.R. 6039, a bill to amend the Immigration and Nationality Act to authorize certain aliens who have earned a master's or higher degree from a United States institution of higher education in a field of science, technology, engineering, or mathematics to be admitted for permanent residence; H.R. 5882, a bill to recapture employment-based immigrant visas lost to bureaucratic delays and to prevent losses of family- and employment-based immigrant visas in the future;
H.R. 5921, the ""High Skilled Per Country Level Elimination Act;"" and
S. ______, the ""Visa Efficiency Act of 2008"""
1476,2008-07-17,MSFT,MICROSOFT CORP,60000.0,"Labor Issues/Antitrust/Workplace 
 Immigration 
 Advertising 
 Computer Industry 
 Health Issues 
 Homeland Security 
 Science/Technology 
 Communications/Broadcasting/Radio/TV 
 Trade (domestic/foreign)","Internet competition; Internet advertising; Internet privacy; antitrust 
 H.R.1645; H.R.4088
Immigration reform; visa policy; immigration services 
 Internet competition; Internet advertising; Internet privacy; antitrust 
 Internet competition; Internet advertising; Internet privacy; antitrust 
 Health IT and issues related to proprietary software; H.R.3162 
 cyber security; state fusion centers. 
 Internet competition; Internet advertising; Internet privacy; antitrust
H.R. 4986; Defense Authorization Bill 
 Internet competition; Internet advertising; Internet privacy; antitrust 
 Intellectual Property Protection, Market Access, Trade Adjustment Assistance"
1477,2008-07-17,MSFT,MICROSOFT,30000.0,Computer Industry,High Performance Computing Policy and Programs
1478,2008-07-17,MSFT,MICROSOFT CORP.,20000.0,Taxation/Internal Revenue Code,H.R. 2138 The Investment in America Act of 2007
